	name	tweet	affiliation	year	month
26	G. K. Butterfield	i've hit ground running learn agenda chair #cbc114	D	2015	1
27	David Cicilline	congrats north providence elected officials	D	2015	1
28	US Rep E.B.Johnson	today honor dr martin luther king jr legacy may forever remembered contributions nation	D	2015	1
29	Brian Higgins	today spoke house floor support raising minimum wage #raisethewage	D	2015	1
30	Senator Jeff Merkley	thank  tremendous advocate women  rights environment america  working families  missed	D	2015	1
31	Bernie Sanders	today's news sen bernie sanders i-vt ):	D	2015	1
32	Rep. Keith Ellison	sun bathing lake calhoun today safe rt ° wind chill minnesota right	D	2015	1
33	Senate Energy GOP	#senate fails pass #samdt246 #keystonexl vote 47-51 votes needed pass	D	2015	1
34	Senator Jon Tester	touring new facility #billings highlights need reliable #transportation system #mtpol #highwaybill	D	2015	1
35	Ed Markey	 time fund #gunviolence research treat like public health crisis	D	2015	1
36	Senator Bob Menendez	fyi new site help center w easy-to-use forms live streams full bilingual version	D	2015	1
37	Science Committee	press release house passes legislation tsunamis windstorms radiation research	D	2015	1
38	Chris Van Hollen	congrats years counting work invaluable public service	D	2015	1
39	G. K. Butterfield	see congressional black caucus fighting targeted funding persistent poverty communities #cbc114	D	2015	1
40	Sheila Jackson Lee	today u capitol bright intelligent kids waltrip high school #nextgeneration #dc #closeup	D	2015	1
41	Rep. Rick Larsen	wa #transportation means #jobs efforts invest roads bridges highways via	D	2015	1
42	Steny Hoyer	thoughts prayers go families loved ones victim injured monday  incident	D	2015	1
43	Senate Energy GOP	senate voting #samdt123 #keystonexl votes needed pass	D	2015	1
44	Sen. Maria Cantwell	new #airforceone built #wa contract testament great work #waaero workers	D	2015	1
45	Brendan Boyle	district staff members available answer questions concerns snow 215-517-6572 215-335-3355	D	2015	1
46	Steny Hoyer	statistics show policies enacted potus democrats supported #job growth strengthened economy	D	2015	1
47	Rep. Keith Ellison	house democrats defeated bill today weaken wall street reform	D	2015	1
48	David Cicilline	believe #ethics training must mandatory members congress rt agree	D	2015	1
49	Rep. Diana DeGette	#precisionmedicine offer possibility delivering right treatment right patient right time #cures2015	D	2015	1
50	Rep Cedric Richmond	cyber warfare threatens privacy also ports levees etc stand potus neutralize new threats #sotu	D	2015	1
51	Sen. Maria Cantwell	cantwell cash wager thanks #wi root beer cheese #gohawks	D	2015	1
52	Rep. Keith Ellison	#paidleave vital economy works potus making sure federal government #leadonleave	D	2015	1
53	Chris Van Hollen	action plan would save typical working family 4,400 tax bill read	D	2015	1
54	Rep. Zoe Lofgren	council economic advisers found president  #immigration actions grow economy billion billion yrs	D	2015	1
55	Rep. Bobby Scott	attended quarter-century club brunch induction ceremony hampton university's founder's day	D	2015	1
56	Senator Jack Reed	mtg #pawtucket discuss next steps creation blackstone valley national historical park	D	2015	1
57	Senator Jon Tester	i'll live morning show minutes previewing speech #mtleg #mtpol	D	2015	1
58	Adam Schiff	days 100th #armenian genocide commemoration joined celebration work done near east relief agency	D	2015	1
59	David Cicilline	pawtucket city council mayor sworn congrats great work continued success	D	2015	1
60	Bernie Sanders	many older americans living poverty expanding social security benefits cutting	D	2015	1
61	Ed & Workforce Cmte	house republicans continue efforts improve k education	D	2015	1
62	Ed Markey	congrats good friend glen campell oscar nomination best original song film i'll #oscarnoms #endalz	D	2015	1
63	Rep. Richard Neal	yesterday spoke democratic messaging press conf roll #democrat's message new congress	D	2015	1
64	Claire McCaskill	sorry im sure ks senators would block wanted sen could pass bill give advanced reporting	D	2015	1
65	Senator Jack Reed	icymi  op-ed today   blackstone river valley rich important history 	D	2015	1
66	Rep. John Yarmuth	need overturn citizens united return democracy people government sale #cu5	D	2015	1
67	Senate Energy GOP	#senate voting final passage legislation approve #keystonexl	D	2015	1
68	Rep. Rick Larsen	priorities year creating jobs opportunity #pnw protecting wa's #environment statement	D	2015	1
69	Gregory Meeks	honored deliver keynote speech reflecting life services #mlk comm church nazarene	D	2015	1
70	Bernie Sanders	#medicare #medicaid lifelines millions americans congress must protect guarantee #50moreyears	D	2015	1
71	US Rep E.B.Johnson	years prison  overjoyed alan gross back belongs welcome home alan  obama #sotu	D	2015	1
72	Brendan Boyle	thanks sharing information everyone	D	2015	1
73	Gerry Connolly	spoke need congress pass family paid parental leave act	D	2015	1
74	Mark Warner	route good friend take oath 2nd term eager get back work honored serve va	D	2015	1
75	Senator Jon Tester	back #billings i'll live studio minutes tune #mtpol #mtnews	D	2015	1
76	David Cicilline	thx discussing #immigrationaction	D	2015	1
77	Ways and Means Dems	u victory #wto dispute #argentina  import restrictions ? #trade	D	2015	1
78	Gregory Meeks	pleasure addressing greater ny inter-alumni council united negro college fund 25th #mlk awards brkfst	D	2015	1
79	Rep Cedric Richmond	free tax return preparation offered qualifying taxpayers vita program find site	D	2015	1
80	Bernie Sanders	first president bush right  voodoo economics 	D	2015	1
81	Rep. Rick Larsen	1/3 success democracy depends people  participation ballot box size bank accounts	D	2015	1
82	Rep. Rick Larsen	republicans slammed door american dream faces young immigrants	D	2015	1
83	Richard Blumenthal	incredible work every day help families break cycle violence abuse  community thanks rb	D	2015	1
84	Senator Patty Murray	murray budget cmte hearing let  build bipartisan budget work go back constant artificial crises	D	2015	1
85	Senator Joe Manchin	yesterday house passed #clayhuntsavact pleased step closer improving mental health care veterans	D	2015	1
86	Kathleen Rice	congrats good friend partner govt tom dinapoli inauguration today kr	D	2015	1
87	Senator Chris Coons	honor sworn-in today first full term u senate #netde	D	2015	1
88	David Cicilline	thanks amy good advice	D	2015	1
89	Rep. Jared Huffman	pushing yrs gr8 news communities tribes district depend klamath trinity salmon	D	2015	1
90	Ed Markey	raynham woman founder #taunton nonprofit learn cope attend #sotu via	D	2015	1
91	Ruben Gallego	#gop continues irresponsible push toward homeland security shutdown	D	2015	1
92	Sen. Jeanne Shaheen	great coach swearing ceremony coach helps granddaughter elle manage type diabetes	D	2015	1
93	Chuck Schumer	challenge poses greater threat future generations climate change  president obama #sotu #actonclimate	D	2015	1
94	Kathleen Rice	wishing #lorettalynch best today she's tough fair truly independent believe deserves swift bipartisan confirmation kr	D	2015	1
95	Senate Energy GOP	obama calling investing infrastructure like pipeline carry u canadian oil texas refineries	D	2015	1
96	Gwen Moore	meet time defending division diving state champion joe kaszubowski would lucky good luck	D	2015	1
97	Sheila Jackson Lee	plan pretty simple tax wall street invest main street give cash middle class #middleclassfirst	D	2015	1
98	Linda T. Sánchez	w vote dhs funding bill gop shows care pandering party extremists making good-faith effort work #cir	D	2015	1
99	Brian Higgins	keep good work rt proud announce nomination congressman higgins us naval academy	D	2015	1
100	Senator Jeff Merkley	interesting article income-based repayment big potential college affordability	D	2015	1
101	Rep. Joe Courtney	happy #australiaday best great australian ambassador kim beazley wife susie dc office australian intern sally	D	2015	1
102	Senator Patty Murray	murray calls senate #gop follow nov promises focus jobs threats women  health choice	D	2015	1
103	Ways and Means Dems	#sotu	D	2015	1
104	Rep. Roybal-Allard	million private sector american workers paid sick leave president obama plan #leadonleave	D	2015	1
105	Joaquin Castro	hope congressman scalise right thing decline leadership nomination	D	2015	1
106	Senator Jon Tester	#keystonexl pipeline make nation energy secure create jobs montana #mtpol	D	2015	1
107	Rep. Keith Ellison	need renaissance civic engagement need folks see stuff disagree choose get engaged	D	2015	1
108	House OversightDems	sure follow new members #114thcongress #reptedlieu	D	2015	1
109	Amy Klobuchar	it's frigid cold enough freeze trampoline stay safe	D	2015	1
110	Chellie Pingree	proud sworn 114th congress today serving people maine greatest honor life	D	2015	1
111	Amy Klobuchar	series #sextrafficking tells working together issue	D	2015	1
112	Luis V. Gutierrez	un mensaje importante después del voto que tomaron los republicanos hoy en la cámara favor rt tus amigos familia	D	2015	1
113	Rep. Debbie Dingell	happening joining fellow freshmen america's news hq talk abt #sotu priorities tune	D	2015	1
114	Paul Tonko	congress must put #middleclassfirst i'm fighting bigger paychecks working families americans jobs build roads bridges	D	2015	1
115	Rep. Keith Ellison	standing today call republicans stop threatening potus immigration action	D	2015	1
116	Brendan Boyle	costs steadily rising bill would cover fees	D	2015	1
117	Ed Markey	must come together bend arc towards justice honored attend #mlkday event #boston today	D	2015	1
118	Rep. Keith Ellison	agenda focused working families rt house dems set unveil alternative agenda	D	2015	1
119	Brendan Boyle	added video playlist north penn dems meeting 1/23	D	2015	1
120	Ways and Means Dems	today laid path toward effective #tpp #trade agreement full proposal ?	D	2015	1
121	Rep. Mia Love	state union preview let's talk real solutions-not tax shifts-to help economy mr president #sotu2015	D	2015	1
122	Gwen Moore	reintroduced legislation w protect sex trafficking victims must end modern-day slavery	D	2015	1
123	Rep. Keith Ellison	agree angie voted construction month applauded president's veto threat	D	2015	1
124	Rep. Zoe Lofgren	#gop threat shut dhs puts security risk satisfy extreme anti-immigrant elements #peoplenotpolitics	D	2015	1
125	D Wasserman Schultz	ashamed admit slideshow marriages miami-dade got little choked #loveislove	D	2015	1
126	Steny Hoyer	told press expect #sotu focus need make sure recent economic growth felt american families	D	2015	1
127	Bernie Sanders	must read americans one paycheck away street	D	2015	1
128	Office of Sen. Coons	floor speech new congress begins sen coons urges bipartisanship efforts repair affordable care act #netde	D	2015	1
129	Bobby L. Rush	president obama laid strong path help move country forward continue strengthen middle class #sotu #middleclass	D	2015	1
130	Senate Energy GOP	 #timetobuild #keystone xl say #yes2energy years review determined adversely impact environment	D	2015	1
131	Bernie Sanders	must read koch network  spending goal million	D	2015	1
132	Rep. Joe Crowley	welcomed conf gave powerful speech putting #middleclassfirst #housedemsinphilly	D	2015	1
133	David Cicilline	rest peace governor mario cuomo thanks passionate leadership	D	2015	1
134	Bernie Sanders	right #senate voting whether table sen sanders amendment #keystonexl bill wacth live	D	2015	1
135	Sen Dianne Feinstein	promising news fighting superbugs major health care priority  cannot let antibiotic research	D	2015	1
136	Ruben Gallego	i'll morning talking american sniper military veterans issues	D	2015	1
137	Ed Markey	headed speak amdts #keystonexl hopefully #gop doesn't attempt ?	D	2015	1
138	Paul Tonko	wall street lobbyists shouldn't write laws need system works everyday people need gov't #bythepeople	D	2015	1
139	Luis V. Gutierrez	sen graham warns we're playing w fire need robust homeland security budget #latism #p2	D	2015	1
140	Rep. Emanuel Cleaver	right thing hard especially congress must treat fairly #civilityfridays	D	2015	1
141	Brendan Boyle	#excited co-sponsor medicare residential care bill ... help improve quality care aging	D	2015	1
142	Ruben Gallego	yesterday participated 1st community outreach mtng w city phoenix procedure changes made faa	D	2015	1
143	Senator Joe Manchin	calling thrill-seekers #wv blackwater falls state park home longest sled run east coast visit	D	2015	1
144	Gwen Moore	think getting nervous bet tomorrow's game	D	2015	1
145	D Wasserman Schultz	great headlines today obama outlines plans help middle class state union address	D	2015	1
146	Rep. Joe Crowley	#blizzardof2015 bears please stay safe stay roads important tips	D	2015	1
147	Nita Lowey	#paycheckfairness act would help improve economy making pay discrimination thing past #fairpay	D	2015	1
148	Senator Jon Tester	heading senate floor actual debate #kxl #jobs	D	2015	1
149	Office of Sen. Coons	floor speech senator coons urges south africa drop duties american chicken threatens trade benefits #netde	D	2015	1
150	Senator Jon Tester	following #veterans listening sessions i've introduced bills improve health care veterans #mtpol	D	2015	1
151	Carolyn  B. Maloney	stignatius mourning loss great mario cuomo along many leaders honor privilege know	D	2015	1
152	Bernie Sanders	agree need massive jobs program rebuilding nation  crumbling roads bridges	D	2015	1
153	Brendan Boyle	looking forward president's speech tonight .. according he'll focusing middle class economics	D	2015	1
154	Sheila Jackson Lee	hope tonight's #sotu inspires gop end special interest giveaways corporate wealthy interests let's fight working families	D	2015	1
155	JEC Democrats	releases state-by-state economic snapshots find unemployment housing data state	D	2015	1
156	Senator Patty Murray	you're i'll bet cheese can't handle 12s pm	D	2015	1
157	Gerry Connolly	gop can't win leg body seek judicial activism delicious irony makes one  head spin	D	2015	1
158	Rep. Terri A. Sewell	tonight releasing full text #sotu 1st time read along link	D	2015	1
159	G. K. Butterfield	hands deck strategy cbc allies promote progressive agenda #cbc114	D	2015	1
160	Senate Energy GOP	#keystonxl boom economy strengthen america's #energy security	D	2015	1
161	Rep. Ed Perlmutter	nea study finds #colorado cultured state nation	D	2015	1
162	Jim Himes	volcker rule prohibits gambling proprietary trading change	D	2015	1
163	Sen. Jeanne Shaheen	leading senate dem effort calling pass clean dept homeland security funding bill	D	2015	1
164	Senator Patty Murray	read senator murray strongly supports president  plan replace job-killing automatic budget cuts	D	2015	1
165	Brendan Boyle	stature nation fully invest cultivate potential american people potent resource	D	2015	1
166	Senator Ben Cardin	relieved one hurt col #naacpbombing expect bring perps justice org i'm proud hd'd #md	D	2015	1
167	Steve Cohen	average #earnedincometaxcredit adds 2,400 qualifying #taxrefunds  don't miss #eitc year #eitcday	D	2015	1
168	Steny Hoyer	video appeared discuss need congress work bipartisan basis boost economy	D	2015	1
169	Gwen Moore	stunned well i'm woman word believe owe beer cheese curds well done teams #packersnation	D	2015	1
170	Sen. Debbie Stabenow	senator stabenow statement obama administration announcement invest infrastructure clean drinking water	D	2015	1
171	Senator Jon Tester	icymi  ranking member milcon va appropriations subcommittee story #mtpol	D	2015	1
172	Steny Hoyer	monday honor #martinlutherking  legacy rededicate fight justice led	D	2015	1
173	Steny Hoyer	 forget visit #getcovered midnight tonight want coverage beginning feb	D	2015	1
174	Mark Warner	refueling ramstein hours new delhi petesouza's photo	D	2015	1
175	Paul Tonko	proud join bipartisan group house members formally repeal doma	D	2015	1
176	Senator Ben Cardin	never accept type senseless violence recommit defending rule law countering extremism #jesuischarlie	D	2015	1
177	Senate Energy GOP	votes tonight	D	2015	1
178	Senate Energy GOP	says there's lots areas agrees murkowski examples please	D	2015	1
179	Rep. Hank Johnson	start peace mind #getcovered sign jan health insurance coverage starts feb ?	D	2015	1
180	Sheila Jackson Lee	men women fairness demands work responsibilities family economy society thrive #leadonleave	D	2015	1
181	Congressman Al Green	today discussed challenges 114th congress address legislation plan sponsor	D	2015	1
182	Rep. Debbie Dingell	couldn't prouder built mi mt #2015f150 scores #mvp status north american #truck year	D	2015	1
183	Senator Jack Reed	#tbt #wolfwednesday	D	2015	1
184	Rep. Joe Crowley	paid tribute life service late #sunnyside civic leader luke adams contributions  forgotten	D	2015	1
185	Eleanor H. Norton	called fema support wmata improving emergency response following #metro accident	D	2015	1
186	Earl Blumenauer	drama additional nominations surprised boehner loses votes even additional names play	D	2015	1
187	G. K. Butterfield	 still fighting generations discrimination  fighting generations indifference part power	D	2015	1
188	Bernie Sanders	energy efficiency	D	2015	1
189	Nancy Pelosi	fred #korematsuday recall one california's greatest civil rights heroes recommit building tolerant nation	D	2015	1
190	Brendan Boyle	along foreign affairs committee excited member house oversight committee	D	2015	1
191	Senator Jack Reed	today advanced strengthening research adult education act help improve #adulted workforce development efforts #workdev	D	2015	1
192	Rep. Rick Larsen	community wellness center set open soon took tour heard great services offered	D	2015	1
193	Brendan Boyle	headed back democratic retreat ... looking forward president speech tonight retreat	D	2015	1
194	Gwen Moore	mario cuomo honorable public servant man principle conviction prayers go cuomo family	D	2015	1
195	Bonnie WatsonColeman	ready issues conference priority putting american #peoplefirst #newjersey12	D	2015	1
196	Bernie Sanders	must overturn citizens united	D	2015	1
197	Paul Tonko	americans cannot afford pay-to-play democracy need #democracy4all amendment #getmoneyout	D	2015	1
198	Rep Cedric Richmond	every classroom access internet kids tools need shape next generation #sotu	D	2015	1
199	Jackie Speier	obama right  got game cybersecurity smart  false choice civil liberties safety #sotu	D	2015	1
200	Gregory Meeks	joined brooklyn  christian culture center rev.bernard excellency reuven rivlin others	D	2015	1
201	Brendan Boyle	strong tight knit family made hard times	D	2015	1
202	House OversightDems	today tell issues want #potus discuss tonight #sotu	D	2015	1
203	Senator Bob Menendez	signed #franceattack condolence book capitol terrorism shall never destroy liberté égalité fraternité	D	2015	1
204	Steve Cohen	speak #cuba mention need #potus use executive authority commute sentences reschedule #cannabis aka #marijuana	D	2015	1
205	Bernie Sanders	news sanders  solar bill blocked senate republicans #keystonexl #nokxl	D	2015	1
206	Senate Energy GOP	video opening statement enr business meeting consider #keystonexl	D	2015	1
207	Rep. Roybal-Allard	great news president obama proposing two years #freecommunitycollege anyone willing work	D	2015	1
208	Senator Chris Coons	program partners w focuses life job skills wounded warriors cool	D	2015	1
209	David Cicilline	events think i'll grab sushi ?	D	2015	1
210	Senate Energy GOP	speaking #senate urging colleagues support #keystonexl b c it's #time2build watch	D	2015	1
211	Jackie Speier	#cyber threats run spectrum consumer info stolen intellectual property emails must take threat seriously #sotu	D	2015	1
212	Rep. Diana DeGette	rt republicans playing politics people's lives #copolitcs	D	2015	1
213	Rep. Emanuel Cleaver	joined say don't block immigration action funding via	D	2015	1
214	Bobby L. Rush	breakthrough year america economy growing creating jobs fastest pace since  obama	D	2015	1
215	Rep. Zoe Lofgren	aderholt amendment prevents smart enforcement immigration laws #peoplenotpolitics	D	2015	1
216	Office of Sen. Coons	week ahead sen chris coons january 12-18 #netde	D	2015	1
217	Sandy Levin	tonight welcome tiairris woodward warren joining #sotu ?	D	2015	1
218	D Wasserman Schultz	sorry senator cruz obamacare working	D	2015	1
219	Earl Blumenauer	yes president's call infrastructure investment ... important due ... able agree upon	D	2015	1
220	Senate Energy GOP	dept tells comply w #senate #lng #export bill	D	2015	1
221	Hakeem Jeffries	stand people france face terror vive la liberté	D	2015	1
222	Bernie Sanders	sen sanders speaking amendment #keystonexl bill watch live	D	2015	1
223	Al Franken	love anniversaries there's one won't celebrating month five years #citizensunited blog al	D	2015	1
224	Paul Tonko	time #getmoneyout get voters support #democracy4all amendment overturn citizens united	D	2015	1
225	Sen Dianne Feinstein	great news partnering expand reach program	D	2015	1
226	Senate Energy GOP	new congress brings new chances protect strengthen alaska  rightful role energy leader chairman murkowski	D	2015	1
227	Earl Blumenauer	president reagan support increasing gas tax ... rooting ducks	D	2015	1
228	Rep. Betty McCollum	thanks recognizing work animal rights issues new legislative scorecard	D	2015	1
229	Rep. Ed Perlmutter	republicans dhs funding bill threatens american security read	D	2015	1
230	Rep. Keith Ellison	watch jesse jackson committed making country fairer freer i'm proud supports amendment	D	2015	1
231	Ed Markey	lost patriot pioneer passing senator edward w brooke	D	2015	1
232	Rep. Don Beyer	get ready first #sotu hope watching along special guest	D	2015	1
233	Carolyn  B. Maloney	i'll #neverforget visiting auschwitz last year harrowing walk darkest chapter history #auschwitz70	D	2015	1
234	Rep. Roybal-Allard	happy home la days stopped downey in-n-out lunch  east coast burgers can't compare	D	2015	1
235	Rep. Keith Ellison	consider mega-bank know massive drop 4th biggest 5th	D	2015	1
236	Chuck Schumer	proposal ice congrats happy couple #theiceatcanalside #buffalove #buffalowinter	D	2015	1
237	Jackie Speier	terrorists  kill freedom speech #jesuischarlie	D	2015	1
238	Joaquin Castro	auschwitz liberated years ago today it's important pause remembrance renew commitment ending intolerance	D	2015	1
239	Bonnie WatsonColeman	first committee markup #114congress	D	2015	1
240	Brendan Boyle	great reporting	D	2015	1
241	David Cicilline	great news thanks	D	2015	1
242	Sen Dianne Feinstein	breaking news #scotus hear same-sex marriage cases i'm hopeful court rule states must recognize same-sex marriage	D	2015	1
243	Rep. Keith Ellison	read house democrats defeated bill weaken wall street reforms yesterday	D	2015	1
244	Senator Joe Manchin	wv veterans job seekers 167th airlift wing hosting job fair fri 10-2 martinsburg info	D	2015	1
245	Raul M. Grijalva	reading material  good matter sit	D	2015	1
246	Paul Tonko	amazing #jobs report congress must work together help biz offer liveable wages unemployed	D	2015	1
247	Rep. Roybal-Allard	held meeting yesterday w #ca40 city officials discuss ways increase local civic engagement voter turnout	D	2015	1
248	Bernie Sanders	today's news sen bernie sanders i-vt ):	D	2015	1
249	Senator Joe Manchin	today celebrate one influential leaders nation  history  dr martin luther king jr #mlkday	D	2015	1
250	Senator Patty Murray	thank raising awareness naming january national slavery #humantrafficking prevention month	D	2015	1
251	Rep. Don Beyer	headed press conference call paid leave fed workers	D	2015	1
252	Gerry Connolly	joint statement today's metro tragedy staff	D	2015	1
253	Senator Jon Tester	reax tonight's speech democrats republicans must work together increase prosperity #sotu #mtpol	D	2015	1
254	Senator Jon Tester	meet phyllis she's one great reason protect #socialsecurity #medicare	D	2015	1
255	Senator Patty Murray	murray fmr chair budget committee someone worked across aisle house dhs bill threatens work we've done	D	2015	1
256	Lloyd Doggett	spoke w #sotu pleased president focused helping working families see full story	D	2015	1
257	Rep. Keith Ellison	lassana bathily risked life save french citizens kosher deli attacked terrorists terrorists mouthed islam bathily lived	D	2015	1
258	Kathleen Rice	click find key contacts event emergency incoming severe winter storm	D	2015	1
259	Adam Schiff	years #citizensunited released deluge secret unlimited campaign contributions must #getmoneyout #cu5	D	2015	1
260	Senate Energy GOP	maj leader mcconnell plans floor action keystone xl open amendment process next week	D	2015	1
261	Ed & Workforce Cmte	congress ready hit ground running #americasnewcongress	D	2015	1
262	Bernie Sanders	take poll think #keystonexl pipeline would would pose significant risk environment	D	2015	1
263	Brendan Boyle	wait full impact today tonight tomorrow's snow storm reminder district offices definitely open today ...	D	2015	1
264	Senator Patty Murray	voted choice act give va tools reduce wait times glad puget sound hire staff care vets	D	2015	1
265	Senator Jack Reed	thx layoff prevention act ri  #worksharing program gets 328k boost help save jobs ri	D	2015	1
266	Albio Sires	today #koreanamericanday honor contributions korean american community	D	2015	1
267	Rep. John Sarbanes	agree rt	D	2015	1
268	Bernie Sanders	happening sen sanders #msnbc	D	2015	1
269	Bernie Sanders	news panel takes pipeline bill sanders asks senators think grandchildren #nokxl #keystonexl	D	2015	1
270	Chuck Schumer	gop heed wisdom respected former secretaries say play politics security	D	2015	1
271	Rep Cedric Richmond	glad see justice served #friendship9 long overdue #civilrights	D	2015	1
272	Paul Tonko	disagree #tpp #fasttrack cannot law land want protect domestic jobs #sotu	D	2015	1
273	Nancy Pelosi	fitting potus close #india trip w remarks role indian women play country's progress #womensucceed nations succeed	D	2015	1
274	Albio Sires	statement calling port authority withdraw proposal eliminate overnight path service	D	2015	1
275	Bernie Sanders	today americans wealth bottom americans million people	D	2015	1
276	Richard Blumenthal	voted #tria crucial importance connecticut ct insurers	D	2015	1
277	Paul Tonko	families like rebekah  still need help ben working hard ever  president obama #sotu	D	2015	1
278	Rep. Stephen Lynch	federal state local elected officials working hard assess damage help affected residents #masnow	D	2015	1
279	Rep. Don Beyer	improved metro emergency communication protocols one many changes needed ensure never happens	D	2015	1
280	Brian Higgins	law discriminate individuals basis	D	2015	1
281	Carolyn  B. Maloney	happy indian consulate consul general mulay call diwali stamp	D	2015	1
282	Claire McCaskill	dear friend kansas city political legend pat gray passed away tonight.truly one kind special heart.my love family	D	2015	1
283	Rep. John Sarbanes	good piece proof wealthy hijacking democracy	D	2015	1
284	Rep. Marcia L. Fudge	standing ovation outgoing cbc chair rep marcia fudge led democratic whip steny hoyer #cbc114	D	2015	1
285	Rep. Joe Courtney	thank men women years service defense shores	D	2015	1
286	Senate Energy GOP	senate floor keystonexl pipeline energy jobs #timetobuild #yes2energy	D	2015	1
287	Rep. Stephen Lynch	look forward continuing partner initiatives including combatting #drugaddiction	D	2015	1
288	Earl Blumenauer	great event w or's skyward time help innovators promote use safety security	D	2015	1
289	Sheila Jackson Lee	fighting bigger paychecks working families jobs americans building roads bridges country needs	D	2015	1
290	Bonnie WatsonColeman	know top seen median net worth increase since let's put #middleclassfirst #peoplenotpolitics	D	2015	1
291	D Wasserman Schultz	handing account staff #sotu they'll tweeting highlights	D	2015	1
292	Paul Tonko	corporations people money speech democracy us #getmoneyout	D	2015	1
293	Office of Sen. Coons	sen coons joins inspector general warning taxpayers high alert irs phone scams #netde	D	2015	1
294	D Wasserman Schultz	valuing families ? paid leave federal employees welcome new child it's also deficit-neutral	D	2015	1
295	Senator Chris Coons	head senate floor soon reflect successes shortcomings affordable care act tune cspan 4:00 est #netde	D	2015	1
296	Rep. Diana DeGette	honored support strong advocate values rt votes pelosi speaker #copolitics #9news	D	2015	1
297	Kathleen Rice	years #lilyledbetteract women still denied #equalpay need bipartisan action close gap	D	2015	1
298	Rep. John Yarmuth	likewise rt thanks friend blind great meeting today #nfbws15	D	2015	1
299	Rep. Joe Crowley	thanks new #queens community board chair pat  brien great meeting earlier today	D	2015	1
300	Paul Tonko	every ceo america ... want somebody  going get job done #hireaveteran  obama #sotu	D	2015	1
301	Office of Sen. Coons	senator coons calls vote amendment keystone xl pipeline bill #netde	D	2015	1
302	Office of Sen. Coons	week ahead senator chris coons january 26-29 #netde	D	2015	1
303	Gerry Connolly	happy help bring attention successful effort use art improve stem education	D	2015	1
304	Lloyd Doggett	original sponsor respect marriage act repeal #doma	D	2015	1
305	Chris Van Hollen	headed ntsb briefing #wmata incident need full investigation oversight ensure never ever happens	D	2015	1
306	Bernie Sanders	hottest year earth ...	D	2015	1
307	G. K. Butterfield	congratulations coach k #1000wins he's first division men  coach reach mark	D	2015	1
308	Steny Hoyer	 hhs nearly 6.6 obamacare enrollees  via jan #getcovered #hoyerheadlines	D	2015	1
309	Senator Patty Murray	last night  house debacle r  say need  consensus position rape exception  letting women decide  pm	D	2015	1
310	Senate Energy GOP	#senate fails pass #samdt166 #keystonexl vote 50-48 votes needed pass	D	2015	1
311	Rep. Rick Larsen	join cup coffee langley #whidbeyisland saturday jan #commcoffee2015	D	2015	1
312	Ed Markey	rt keep emergency kit home since #masnow make getting store difficult	D	2015	1
313	Rep. Frank Pallone	good hear new initiatives including vets freeholder board reorganization meeting afternoon	D	2015	1
314	Richard Blumenthal	happy birthday mlk  words reminder us embrace shared humanity strive peace equality	D	2015	1
315	Rep. Frank Pallone	nearly 6.6 million enrolled #obamacare jan haven't already it's time join #getcovered	D	2015	1
