	name	tweet	affiliation	year	month
62288	Ed Markey	u must heed lessons learned #ebola epidemic fight combat #zikavirus	D	2016	4
62289	Bernie Sanders	forcing parents newborn baby go back work days kid born family value must guarantee paid family leave	D	2016	4
62290	Chuck Schumer	 best ny craft brewery horseheads brewing  try weekend festival #nytownoftheday	D	2016	4
62291	Sheila Jackson Lee	fact americans die every day drug overdoses motor vehicle crashes must address #opioid epidemic	D	2016	4
62292	Brian Higgins	great meet hardworking letter carriers wny today welcome c	D	2016	4
62293	Senator Jeff Merkley	charles barkley absolutely right need take stand forms discrimination #equalityforward	D	2016	4
62294	Amy Klobuchar	testified hearing global steel industry 4,000+ mn jobs associated w iron ore steel workers need level playing field	D	2016	4
62295	Ways and Means Dems	republicans castigating irs poor customer service budget cuts responsible service decline	D	2016	4
62296	Senator Jack Reed	rainy day dc brightened visit #warwickri's aldrich jr hs students visiting nation  capital	D	2016	4
62297	Gregory Meeks	see pictures joseph p addabbo fed building tour w local electeds click	D	2016	4
62298	Senator Jeff Merkley	signing #parisagreement today represents breakthrough moment international fight take #climatechange #actonclimate	D	2016	4
62299	Sen. Jeanne Shaheen	house republicans putting politics ahead public health efforts intimidate medical researchers must end #standwithpp	D	2016	4
62300	Senate Ag Democrats	great event thanks hosting important food policy conference past years #fpc2016	D	2016	4
62301	Michael F. Bennet	pristine waters blue skies world  amazing mountains  every day colorado #earthday	D	2016	4
62302	Rep. Jared Huffman	jazz legend owners doug deborah moody event us capitol	D	2016	4
62303	Chuck Schumer	avonte oquendo child autism queens wandered away school missing mos remains found	D	2016	4
62304	Rep. Joe Courtney	happened sandy hook elementary school newtown ct three half years ago 	D	2016	4
62305	Rep. John Yarmuth	getting close #kyderby	D	2016	4
62306	Senator Jon Tester	thanks mt communities gave vietnam #veterans recognition deserve week	D	2016	4
62307	Rep. Ed Perlmutter	gender wage gap costs women nearly billion per year let  pass paycheck fairness act #equalpayday	D	2016	4
62308	Rep. Diana DeGette	 glad see designate belmont-paul women  equality monument #equalpayday 	D	2016	4
62309	Rep. Debbie Dingell	good news plains lpg withdraws permit request transport crude oil st clair river ?	D	2016	4
62310	Bernie Sanders	must take social security granted especially since program provides dignity security millions americans every day	D	2016	4
62311	Senator Jeff Merkley	big round applause renowned editorial cartoonist #oregon native #pulitzer great work	D	2016	4
62312	Ed & Workforce Cmte	republicans democrats agree financial advisors required serve clients  best interests	D	2016	4
62313	Rep. Ted Lieu	fact since voted nine times block paycheck fairness act considered house floor #equalpayday	D	2016	4
62314	Chuck Schumer	chaotic days bombing judge garland compassion families respect law determination get job done	D	2016	4
62315	Senate Energy GOP	sen answer community u would do--build life saving road	D	2016	4
62316	Sen Dianne Feinstein	belmont-paul women's equality national monument commemorates many women fought equality #equalpayday	D	2016	4
62317	Rep. Jared Polis	#transdayofvisibility celebrate courage trans people also recognize discrimination persists #morethanvisibility	D	2016	4
62318	Donald Norcross	pleasure welcoming students dc discuss college student #financialaid	D	2016	4
62319	Bonnie WatsonColeman	way house floor oppose so-called  combating terrorist recruitment act  watch live	D	2016	4
62320	Senator Jack Reed	rose thorns congrats ri's #cherryblossom princess lauren ryan east greenwich	D	2016	4
62321	Senator Ben Cardin	#flint alone many jurisdictions including #baltimore lead water unacceptable	D	2016	4
62322	Bernie Sanders	college could tuition free years ago don't know hell can't today	D	2016	4
62323	Adam Schiff	instead decision another sad milestone struggle prevent genocide exposing genocide perpetrators	D	2016	4
62324	Jerry McNerney	it's time close wage gap women #paycheckfairnessact #equalpayforequalwork #equalpayday	D	2016	4
62325	Dutch Ruppersberger	congrats #md02's gregory kay earning #eaglescout proud	D	2016	4
62326	Senator Ben Cardin	introduce ceo dr hayden senate rules committee -> watch live	D	2016	4
62327	Senator Joe Manchin	happy announce twins beaux knox roberts arrived last night mom great proud grandparents	D	2016	4
62328	Donald Norcross	anti-lgbt efforts moving forward north carolina mississippi tennessee  time congress pass #equalityact	D	2016	4
62329	Ed Markey	#ma  unacceptable women earn men earn 11,152 less yr nearly 500,000 less career #equalpayday	D	2016	4
62330	Congressman Tim Ryan	thank stopping we're	D	2016	4
62331	Donald Norcross	gender #paygap affects women  ability pay #studentdebt #equalpayday	D	2016	4
62332	Rep. Ted Lieu	#cleanpowerplan clearly legal protects environment courts uphold rt agree #keepthecpp	D	2016	4
62333	Brendan Boyle	supporters donald trump bernie sanders common here's minute	D	2016	4
62334	Senator Joe Manchin	great chat via w students pickens school tax reform nation's debt creating #wv jobs	D	2016	4
62335	Amy Klobuchar	happy earth day week senate passed legislation introduced w help nonprofits make energy efficiency upgrades	D	2016	4
62336	Congressman Tim Ryan	internet isn't luxury anymore necessity applaud decision expand access	D	2016	4
62337	Bonnie WatsonColeman	thanks coming washington urge congress act gun violence there's much #notonemore	D	2016	4
62338	Rep. Keith Ellison	shout basketball star lindsay whalen golden gopher mn lynx champ time olympic point guard	D	2016	4
62339	Senator Chris Coons	morning joined talk #defendtradesecrets act help economy	D	2016	4
62340	Nancy Pelosi	scotus rejected radical effort diminish voices americans democracy #evenwel	D	2016	4
62341	Ways and Means Dems	need act forcefully immediately address global steel overcapacity problem ?	D	2016	4
62342	US Rep E.B.Johnson	join us 16th annual world women world peace 4/30 dallas #wwwp	D	2016	4
62343	Armed Services	mistake adopted 37/25	D	2016	4
62344	Rep. Stephen Lynch	speaking #aimact need examine health impacts airplane overflights	D	2016	4
62345	Jim Himes	introducing #humantrafficking bill today	D	2016	4
62346	Richard Blumenthal	#ct's citizens saying thing republicans #doyourjob consider	D	2016	4
62347	Rep. Terri A. Sewell	injustice anywhere threat justice everywhere mlk #restorethevote	D	2016	4
62348	Rep. Marcia L. Fudge	less hours left come let  get right tonight #nfldraft2016	D	2016	4
62349	Rep. Rick Larsen	 cosponsoring bills #restorethevra make easier everyone engage democracy exercise right vote	D	2016	4
62350	Steny Hoyer	#cesarchavezday urge colleagues congress work passing #immigration reform taking action #raisethewage	D	2016	4
62351	Ed Markey	smart guns smart gun safety policy applaud efforts study deployment new technology #gunviolence	D	2016	4
62352	Steve Cohen	#tbt former house budget committee chairman john kasich's portrait hangs budget committee room 1995-2001	D	2016	4
62353	Rep. Joe Courtney	courtney announces  new london fire department awarded federal funds rescue training 	D	2016	4
62354	Brian Higgins	8th grade students across wny participated 4th annual american history bee weekend	D	2016	4
62355	Rep. Ted Lieu	documents show #exxonknew denied climate change nearly yrs #actonclimate	D	2016	4
62356	Chuck Schumer	know sound like better protect	D	2016	4
62357	Sen. Debbie Stabenow	joined #flint students breakfast announce funding 83,000 mi children healthy food summer	D	2016	4
62358	Sen. Jeanne Shaheen	good luck everyone running boston marathon today #bostonmarathon #bostonstrong	D	2016	4
62359	Ruben Gallego	congrats phoenix mobile career center 1st year thank serving community	D	2016	4
62360	Rep. Don Beyer	thanks supporting #dapadinner pintos shining light issue	D	2016	4
62361	Jose E. Serrano	es increíble que una mujer que trabaja tiempo completo siga ganando solo centavos por cada dólar que gana un hombre #equalpayday	D	2016	4
62362	Ed Markey	#equalpayday	D	2016	4
62363	Congressman Tim Ryan	thoughts prayers victims today's tragic bus bombing jerusalem wish every one speedy recovery	D	2016	4
62364	Brian Higgins	disappointed decision let norwegian air fly u adhere u labor safety regs	D	2016	4
62365	Bernie Sanders	congress must act immediately give puerto rico authority restructure debt like every municipality country	D	2016	4
62366	Rep. Joe Crowley	check oped supreme court doesn't speak #fightforfamilies	D	2016	4
62367	Steny Hoyer	asks good question much ask senate take vote #doyourjob #scotus	D	2016	4
62368	Rep. Emanuel Cleaver	cain hits big home run put 3-0 early #foreverroyal	D	2016	4
62369	Sen Dianne Feinstein	2/2 colleges report single rape although required need reform clear #passcasact	D	2016	4
62370	Rep. Diana DeGette	agree w #cures2016 imp bill pass year let's get desk #curesnow	D	2016	4
62371	Rep. Emanuel Cleaver	great rbi hit newcomer fuentes royals take lead 2-1 #foreverroyal	D	2016	4
62372	Sen Dianne Feinstein	1/3 reentering society often difficult served time prison week address challenges #reentryweek	D	2016	4
62373	Sen. Jeanne Shaheen	discussing need address student debt crisis w students faculty community leaders	D	2016	4
62374	Sen. Jeanne Shaheen	nh grateful members 197th field artillery brigade nh natl guard ty service welcome home	D	2016	4
62375	Senator Jon Tester	bill holds va accountable ensures choice work way intended #mtpol	D	2016	4
62376	Senator Jeff Merkley	thrilled see uss portland make journey mississippi namesake city commissioning	D	2016	4
62377	Steny Hoyer	spoke floor information technology modernization act bill introduced upgrade govt	D	2016	4
62378	Jackie Speier	need close loopholes background check system fund gun violence research #repealplcaa stop gun violence #notonemore	D	2016	4
62379	Rep. Ted Lieu	2morrow i'll hosting annual congressional art competition i'm looking forward great pieces art	D	2016	4
62380	Bernie Sanders	message sending kids poor middle-class families saddling insurmountable debt getting education	D	2016	4
62381	Rep. Betty McCollum	proud join #fightforfamilies supreme court supporting immigration executive actions keep families united	D	2016	4
62382	SenateEnergyDems	#yakima plan developed long collaborative public process #water #yakimaforever	D	2016	4
62383	Brian Higgins	make america's team #letsgobuffalo	D	2016	4
62384	Donald Norcross	don't miss tonight's #townhall meeting high school east hope see	D	2016	4
62385	Senator Jon Tester	spoke joe medicine crow impossible inspired	D	2016	4
62386	Rep. Emanuel Cleaver	mooose 2-0 home run bomb #foreverroyal	D	2016	4
62387	Rep. Pete Aguilar	families communities torn apart gun violence every day must stop  time #honorwithaction	D	2016	4
62388	Rep. Brendan Boyle	verge failing pass #budget embarrassing setback underscores deep divisions inside gop	D	2016	4
62389	Rep. Emanuel Cleaver	cain single first score esky second base one early #foreverroyal	D	2016	4
62390	Rep. Ted Lieu	i'm celebrating #transdayofvisibility honor recognize courage takes live authentically #morethanvisibility	D	2016	4
62391	Jim Himes	course remember thanks great work fighting pediatric cancer	D	2016	4
62392	Ed Markey	i'm proud hometown working #stopthestigma related addiction #maldenstopthestigma watch	D	2016	4
62393	Rep. Bobby Scott	great talk makes possible area students attend college	D	2016	4
62394	Senator Jeff Merkley	history bells ringing harriet tubman 1st woman us paper currency  historic announcement honor long overdue	D	2016	4
62395	Rep. Rick Larsen	truth	D	2016	4
62396	Richard Blumenthal	senate passed resolution congratulating title aren't champs best example scholar-athletes	D	2016	4
62397	Donald Norcross	one works full-time live poverty discuss #fightfor15 legislation raise #minimumwage	D	2016	4
62398	Rep. Jared Huffman	good celebrate opening albeit late commercial crab season	D	2016	4
62399	US Rep E.B.Johnson	astronauts space speak students dallas watch	D	2016	4
62400	Rep. Roybal-Allard	joined #fightforfamilies today's daca dapa press conference watch	D	2016	4
62401	Sen. Debbie Stabenow	happy years mother sarah mccrary great family celebration detroit	D	2016	4
62402	Sen. Jeanne Shaheen	release results checked balls public right know credible evidence #tb12	D	2016	4
62403	Al Franken	first avenue world stage prince minnesotan exemplified meant true visionary	D	2016	4
62404	Paul Tonko	join live chat w today 1pm et celebrate #earthday #wewillchange	D	2016	4
62405	Ways and Means Dems	watch live 10am mark-up bipartisan miscellaneous tariff bill legislation ?	D	2016	4
62406	Rep. Ted Lieu	proud join vets intro bill reunite deported vets w families	D	2016	4
62407	Earl Blumenauer	observing one north buildings future innovative sustainable	D	2016	4
62408	Brian Higgins	partner organizations good work niagara falls tonight's #livenf volunteer fair	D	2016	4
62409	Rep. Terri A. Sewell	great chatting ua student social work shout courtney intern	D	2016	4
62410	Congressman Tim Ryan	released 39th annual report card nation  health interesting information	D	2016	4
62411	Rep. Stephen Lynch	need network trade transparency units proper customs enforcement	D	2016	4
62412	G. K. Butterfield	thank much congresswoman sinema	D	2016	4
62413	Rep. Mia Love	op ed bill victory mid low-income utahns months hard work #utpol	D	2016	4
62414	Bonnie WatsonColeman	perfect example wage gap like women deserve #equalpay work	D	2016	4
62415	Brian Higgins	#nationaldrugtakebackday today 10am 2pm find site dispose rx drugs	D	2016	4
62416	Joaquin Castro	thank coming way tx show support daca dapa supreme court	D	2016	4
62417	Brian Higgins	detail community policing development grant eligibility application guidelines	D	2016	4
62418	Senate Energy GOP	additive #manufacturing #composites light-weight materials examples #advancedmanufacturing	D	2016	4
62419	Sen. Maria Cantwell	justice scalia waited days #scotus hearing senate today marks 42nd day judge garland waited #doyourjob	D	2016	4
62420	Mark Warner	expanding medicaid would save #va 150m first three years expand coverage 400,000 low-income uninsured virginians	D	2016	4
62421	Rep. Emanuel Cleaver	moose one double 1st get bats hot #royals	D	2016	4
62422	Richard Blumenthal	#newhaven today urging complete critical security measures rail systems  yrs past deadlines	D	2016	4
62423	Hakeem Jeffries	majored obstruction minored dysfunction #doyourjob	D	2016	4
62424	Rep. Keith Ellison	voter turnout lowest since ww2 new episode podcast w dr theda skocpol answers listen	D	2016	4
62425	Amy Klobuchar	that's awesome good luck mn teams	D	2016	4
62426	US Rep E.B.Johnson	good morning dallas it's exciting day today ... astronauts international space station calling townview	D	2016	4
62427	Rep. Marcia L. Fudge	happy college signing day congrats deciding go college advance education #reachhigher	D	2016	4
62428	Rep. Don Beyer	brought cool mission patches talked time it's like space	D	2016	4
62429	Senator Jack Reed	safely dispose unwanted rx drugs today national prescription drug take back day find location near	D	2016	4
62430	Senator Jon Tester	learn bills included senate va committee  veterans first act #mtpol	D	2016	4
62431	Jose E. Serrano	speaking yrs ago support bill award #congressionalgoldmedal #borinqueneers #65thinfantry	D	2016	4
62432	Steny Hoyer	pleased receive door stop award transparency last night #doorstopawards	D	2016	4
62433	Richard Blumenthal	prioritizes maintaining elite us submarine force electric boat brings new good-paying jobs #ct	D	2016	4
62434	D Wasserman Schultz	gop one blame donald trump	D	2016	4
62435	SenateEnergyDems	self-bonds #coal mining reclamation significant financial liability state federal taxpayers #peabody	D	2016	4
62436	Senator Jon Tester	dear happy birthday friend sincerely jon	D	2016	4
62437	Mark DeSaulnier	#ca11 hs students  still time enter congressional #artcomp2016 learn	D	2016	4
62438	Senator Patty Murray	republicans continue refuse jobs families across america voice #weneednine #doyourjob	D	2016	4
62439	Mark DeSaulnier	dispose expired unneeded unwanted prescription drugs #takebackday event near	D	2016	4
62440	Rep. Emanuel Cleaver	excellent choice also happy hear hamilton stay room happens	D	2016	4
62441	Ed & Workforce Cmte	discusses next steps effort protect americans  #retirementsecurity #fiduciaryrule	D	2016	4
62442	Brian Higgins	today #youthbuildday take look orgs wny partnering	D	2016	4
62443	D Wasserman Schultz	today democrats voted candidates respect republicans voting candidates dislike	D	2016	4
62444	Rep. Roybal-Allard	labor civil rights champion cesar chavez born years ago today honor continuing fight dignity every worker	D	2016	4
62445	Rep. Emanuel Cleaver	salvy sends one deep fountains tied #foreverroyal	D	2016	4
62446	SenateEnergyDems	here's letter democratic senators #nss2016 threats #nuclear materials	D	2016	4
62447	Rep. Frank Pallone	great attend inaugural meeting black women girls caucus lead #cbwg	D	2016	4
62448	Bonnie WatsonColeman	atlantic city requires swift thoughtful response rectify dire fiscal crisis	D	2016	4
62449	Senator Jeff Merkley	good meet w jerry gary ali talk #gmo labeling	D	2016	4
62450	Nita Lowey	thanks frontline health workers we're making great strides saving lives reducing disease #healthworkerscount	D	2016	4
62451	Senator Ben Cardin	great #openingday shot	D	2016	4
62452	Amy Klobuchar	resolution honoring prince passes u senate via	D	2016	4
62453	Albio Sires	tonight marks beginning passover celebrating exodus slavery egypt chag sameach	D	2016	4
62454	Paul Tonko	reports pleasant warm weather won't last temperatures get hotter due #climatechange	D	2016	4
62455	Rep. Diana DeGette	today started conversation #encryption must ensure security privacy coexist	D	2016	4
62456	Rep. Norma Torres	attn college students announces 5k grants students pursuing water related degrees	D	2016	4
62457	Rep. Rick Larsen	great glad hear local folks standing citizens united decision	D	2016	4
62458	Rep. Ed Perlmutter	read space gardener doctoral student heather hava developing tech mars #mars2033	D	2016	4
62459	Rep. Keith Ellison	tell	D	2016	4
62460	Rep. Emanuel Cleaver	bases loaded one second let's go cain #foreverroyal	D	2016	4
62461	Senator Patty Murray	murray violence never part job description preventing priority #protectworkers	D	2016	4
62462	Senator Patty Murray	republicans singling individuals getting way lifesaving research illnesses like #zika	D	2016	4
62463	Bonnie WatsonColeman	voices real people ? corporations special interests ? heard elections #democracyspring	D	2016	4
62464	Rep. Keith Ellison	study hbcus pay bonds white colleges  hbcu digest	D	2016	4
62465	Brian Higgins	kudos decision place harriet tubman front bill	D	2016	4
62466	Chuck Schumer	call 1.9 b includes funding stem tide zika puerto rico us hit hardest	D	2016	4
62467	Bernie Sanders	must create government works us powerful special interests	D	2016	4
62468	Rep. Keith Ellison	honored write ibtihaj muhammad olympian observant muslim around incredible woman	D	2016	4
62469	Rep. Keith Ellison	call ms johnson 202-225-4755	D	2016	4
62470	Senator Patty Murray	murray announces provisions help wa state #veterans included wide-sweeping bill	D	2016	4
62471	Ways and Means Dems	since #aca signed law yrs ago progress  seen health care country undeniable	D	2016	4
62472	Rep. Frank Pallone	sent letters asking suspend azerbaijan militaryaid support nagorno karabakh	D	2016	4
62473	Donald Norcross	support fight #equalplayequalpay please contact cherry hill nj office 856-427-7000 chat ty	D	2016	4
62474	Ways and Means Dems	coming 5:20 pm discuss pfizer-allergen tax inversions listen ?	D	2016	4
62475	Rep. Don Beyer	thanks acting swiftly protect public ensure everyone's safety morning commute	D	2016	4
62476	Joaquin Castro	look forward working #prekcaucus colleagues make increasing access high-quality early education priority congress	D	2016	4
62477	Paul Tonko	#pariseffect #renewables find	D	2016	4
62478	Ed & Workforce Cmte	hr improve accountability help states develop plans keep infants families safe	D	2016	4
62479	Ways and Means Dems	secret #gop wants keep donors secret  largest spenders election karl rove koch brothers	D	2016	4
62480	Mark DeSaulnier	degrees sunny contra costa county #nationalwalkingday	D	2016	4
62481	D Wasserman Schultz	congrats gavin court win yesterday relief every student hurt discriminatory bathroom laws	D	2016	4
62482	Sen Dianne Feinstein	3/4 according fbi online casinos also vulnerable number criminal schemes like money laundering among others	D	2016	4
62483	Sen Dianne Feinstein	3/5 children absorb chemicals much higher rate adults that's need chemical review #safeproducts	D	2016	4
62484	Rep. Norma Torres	breaking ground new hov lanes #infrastructure	D	2016	4
62485	Rep. Ed Perlmutter	need help federal agency give office call ? (303)274-7944	D	2016	4
62486	Rep. Don Beyer	pleased president obama's administration signing paris agreement #earthday today statement	D	2016	4
62487	D Wasserman Schultz	get #jjabrams direct music video #embracingmyinnerfelicity	D	2016	4
62488	G. K. Butterfield	bipartisan agreement comprehensive immigration reform #gkbnc	D	2016	4
62489	Chuck Schumer	know divided #scotus cause problems law enforcement inconsistency threatens americans rights #doyourjob	D	2016	4
62490	Amy Klobuchar	three days dad turns that's number keys piano mention alan page's vikings number	D	2016	4
62491	Donald Norcross	taking #constituent question #education #townhall woodbury heights #newjersey	D	2016	4
62492	Rep. Richard Neal	happy speaking morning promote transatlantic business #gatewayeu	D	2016	4
62493	Sen Dianne Feinstein	1/3 based average wait-time recent #scotus nominees senate would hold hearing merrick garland today #doyourjob	D	2016	4
62494	David Cicilline	earlier today joined members parties announce new strategy reduce drug overdose deaths	D	2016	4
62495	Senator Chris Coons	enjoy outdoor recreation delaware across country must protect environment #earthday #netde	D	2016	4
62496	Appropriations-Dems	amendment would redirect funding r pediatric medical devices	D	2016	4
62497	Congressman Tim Ryan	nice morning client appreciation breakfast	D	2016	4
62498	Rep. Ed Perlmutter	glad see harriet tubman bill deserves honor	D	2016	4
62499	Ways and Means Dems	support mtb legislation look forward finally making progress mtb	D	2016	4
62500	Senator Chris Coons	great meet today congress help #endalz #netde	D	2016	4
62501	Rep. Don Beyer	new dramáticas historias de inmigrantes sensibilizan políticos	D	2016	4
62502	Hakeem Jeffries	chag semeach shabbat shalom celebrating passover evening	D	2016	4
62503	Rep. Frank Pallone	new report shows sea level rise #climatechange endanger nj coast congress needs #actonclimate	D	2016	4
62504	Sen Dianne Feinstein	1/3 #reentryweek gives americans opportunity confront challenges returning society time prison	D	2016	4
62505	Rep. Norma Torres	deadline tomorrow apply youth advisory cmte great opportunity work w issues impacting young ppl	D	2016	4
62506	Senate Energy GOP	2:30 pm tomorrow hearing regarding #blm proposed rule  waste prevention production subject royalties ...  #energy	D	2016	4
62507	Rep. Joe Courtney	 courtney seeks boost sub numbers cruiser compromise ndaa 	D	2016	4
62508	Steny Hoyer	calls senate gop meet expectations constitution hold hearing vote #doyourjob #scotus	D	2016	4
62509	RepBThompson	monday march attended delta state university's 3rd annual race relations conference	D	2016	4
62510	Bernie Sanders	unconscionable millions people world  richest country one diagnosis car accident away financial disaster	D	2016	4
