	name	tweet	affiliation	year	month
77109	Rep. Ted Lieu	reminder last day apply fall internship california office friday 7/29 info	D	2016	7
77110	Rep. Keith Ellison	minnesota richard cohen	D	2016	7
77111	House OversightDems	uninsured rate country historic low #acaworks	D	2016	7
77112	Rep. Frank Pallone	it's #followfriday follow good friend #nj who's also working real solutions end #gunviolence #disarmhate	D	2016	7
77113	Bernie Sanders	republicans worry less targeting lgbt individuals paying workers wage live	D	2016	7
77114	Senator Jon Tester	met folks week columbia falls talk real solutions create jobs #mtpol	D	2016	7
77115	Sen Dianne Feinstein	sad hear passing hawaii's veteran dedicated public servant	D	2016	7
77116	David Cicilline	commonsense regulations would reduce deaths well homicides question	D	2016	7
77117	Paul Tonko	hopeful words #dallasmemorial righteous anger transformed justice peace #disarmhate	D	2016	7
77118	Ed & Workforce Cmte	 saying real-world consequences  #overtimerule	D	2016	7
77119	Senator Chris Coons	r credit available startups irs must help startups small biz take advantage tax credit	D	2016	7
77120	Rep. Keith Ellison	thank mentioning shetamia taylor course equally concerned also	D	2016	7
77121	Ed Markey	economic growth #climateaction go together country clean air water #cleanenergy strong economy	D	2016	7
77122	Sen. Maria Cantwell	cantwell announces 45m grant address congestion lander street	D	2016	7
77123	Jackie Speier	contact elected representatives local state feds demand act #gunviolence #disarmhate #askdems	D	2016	7
77124	Rep. Joe Courtney	less hrs members congress joined force yes-or-no vote #bankonstduents bill #higherednotdebt	D	2016	7
77125	David Cicilline	heading smithfield announce big expansion w great jobs news	D	2016	7
77126	Donald Norcross	#video tour #construction site new along #camden waterfront bringing thousands new jobs	D	2016	7
77127	Rep. Joe Crowley	know americans want save need right tools help save #buildingbettersavings plan	D	2016	7
77128	Rep. Stephen Lynch	according iranian pilots consistently complained u sanctions led deterioration passenger aircraft	D	2016	7
77129	Rep. Diana DeGette	congress promote #equality instead hold anti #lgbt hearing one month day #pulseshooting #shame	D	2016	7
77130	Senator Patty Murray	comprehensive addiction recovery act cara would offer communities stronger tools face #opioidepidemic	D	2016	7
77131	Rep. Rick Larsen	works solve child hunger summer delivering food food banks shelters meal programs across western wa	D	2016	7
77132	Sen. Maria Cantwell	long story short #affordablehousing glue holds everything together #lihtc	D	2016	7
77133	Rep. Betty McCollum	great join friend long island sound advocates talk protecting america's waterways	D	2016	7
77134	Lloyd Doggett	today community partners launched new #jobsplus program benefit neighbors #eastaustin	D	2016	7
77135	Rep. Terri A. Sewell	prayers condolences families loved ones police officers shot #batonrouge	D	2016	7
77136	Donald Norcross	#strongeramerica starts securing nation future democracy	D	2016	7
77137	Senator Ben Cardin	welcome today's ruling #southchinasea view binding parties involved full statement ?	D	2016	7
77138	Mark DeSaulnier	happy #july4th july declaration independence declared united states america new nation	D	2016	7
77139	G. K. Butterfield	go eagles named  hbcu year  hbcu digest .. honor	D	2016	7
77140	Bernie Sanders	job stand job fight back job allow anybody divide us	D	2016	7
77141	Dutch Ruppersberger	congrats one #baltimore's longest-serving faith leaders election bishop	D	2016	7
77142	Gwen Moore	proud diversity interns undoubtedly strong source strength love passion enthusiasm	D	2016	7
77143	Rep. Roybal-Allard	voted house  financial services appropriations bill would weaken consumer protections oversight wall street	D	2016	7
77144	JEC Democrats	  continues closely monitor inflation indicators global economic financial developments  #economy #fed	D	2016	7
77145	Brian Higgins	enjoyed lunch mtg featuring great food prepared niagara falls culinary inst students #livenf	D	2016	7
77146	David Cicilline	shall ask tonight return home say prayer family martin luther king that's true ...	D	2016	7
77147	Ed & Workforce Cmte	real-world consequences administration  flawed #overtimerule  take word	D	2016	7
77148	Rep. Keith Ellison	wonderful news justice adnan syed gets new trial	D	2016	7
77149	David Cicilline	three times frequent years ago according fbi stats	D	2016	7
77150	Bernie Sanders	must make clear working families america take billionaire class stand powerful special interests	D	2016	7
77151	Sen. Jeanne Shaheen	2nd circuit ruling #tb12 disappointing dole arbitrary punishments alleged behavior bad players fans	D	2016	7
77152	Bernie Sanders	 electors federal representatives rich poor  james madison	D	2016	7
77153	Gerry Connolly	business forward forum speaking trade future tpp thoughtful discussion	D	2016	7
77154	Rep. Mia Love	bipartisan discussion poverty start deseret news agrees that's rep emanuel cleaver	D	2016	7
77155	Rep. Bobby Scott	selfie w jim shopping jim's local market-the full service grocery store southeast newport news	D	2016	7
77156	Chuck Schumer	 holidays  may silly brooklyn boy #nationalhotdogday calendar staple celebrate w	D	2016	7
77157	Mark DeSaulnier	meet hardworking summer interns washington dc thank behalf constituents	D	2016	7
77158	Brian Higgins	lauren fischer details fire grant program workshop local depts first responders	D	2016	7
77159	Senate Ag Democrats	country 300,000 626,000 people right know #gmolabeling	D	2016	7
77160	Jerry McNerney	offering amend hr5510 puts consumers 1st lifting outdated telecom common carrier exemption ftc act	D	2016	7
77161	Ed Markey	urging facebook instagram adopt safe biz practices prohibit postings gun sales via #gunsense	D	2016	7
77162	Rep. Stephen Lynch	john adams served 2nd president 1st vice president diplomat defender due process founding father	D	2016	7
77163	Sen Dianne Feinstein	planning bbq 4th july safety tips essential avoiding foodborne illness	D	2016	7
77164	Nancy Pelosi	rt help us #disarmhate need commonsense gun reforms sponsored bills	D	2016	7
77165	Luis V. Gutierrez	congress america comes together decide young black men getting shot police	D	2016	7
77166	Jerry McNerney	spoke blackburn amend limits consumer choice isps sell data #consumers want voice	D	2016	7
77167	Rep. Norma Torres	7th largest city #lacounty kids need safe place b kids #priorities #safeneighborhoods	D	2016	7
77168	Senator Jeff Merkley	1/2 we've victories #keystonexl arctic drilling coal leasing	D	2016	7
77169	Rep. Jared Polis	breaking officially ends discriminatory transgender service ban huge victory #equality military #equalityforall	D	2016	7
77170	Rep. Stephen Lynch	today holding markup bipartisan #postalreform legislation watch live	D	2016	7
77171	Richard Blumenthal	horrific repetition #gunviolence continues take lives  evil must root	D	2016	7
77172	Rep. Don Beyer	truly ambitious goal don't know timetable know working hard	D	2016	7
77173	Rep. Stephen Lynch	today house considering h r speak house floor shortly watch live	D	2016	7
77174	Gregory Meeks	voter id laws disenfranchise voters primarily minorities hope courts recognize follow suit	D	2016	7
77175	Rep. Pete Aguilar	20yrs rs prevented research #endgunviolence need understand problem #askdems	D	2016	7
77176	Sen. Maria Cantwell	currently 20,000 computing jobs wa open need train workforce demand jobs	D	2016	7
77177	Rep. Frank Pallone	breaking army corps engineers announces mill contract port monmouth-part sandy relief package	D	2016	7
77178	D Wasserman Schultz	tech leaders trump	D	2016	7
77179	Rep Cedric Richmond	shooting #altonsterling tragedy family ppl br deserve answers we'll seek	D	2016	7
77180	Chuck Schumer	big flats helping corning-elmira's next generation students soar higher thru #stem education #nytownoftheday	D	2016	7
77181	Rep. Ted Lieu	disgusted anti #lgbt #fada bill hearing #shame ty ur witness testimony today	D	2016	7
77182	Rep. Don Beyer	intro'd #humanecosmeticsact w cosponsors solid bipartisan progress #stopanimaltests	D	2016	7
77183	Eliot Engel	proud vote measure would made harder crack sale conflict minerals	D	2016	7
77184	Rep. Don Beyer	eyes dallas hearts people city condemn deplorable act mourn tragic loss life	D	2016	7
77185	Bernie Sanders	centuries racism sexism discrimination country last thing need candidates promote bigotry	D	2016	7
77186	Richard Blumenthal	agree  it's #timetocallout part #webofdenial #climatechange need real solutions	D	2016	7
77187	Earl Blumenauer	al franken delivers devastating take donald trump sure leaving kids home parents campaign take	D	2016	7
77188	Senator Jon Tester	need come together make sure smith stays smith montana stays last best place #mtpol	D	2016	7
77189	JEC Democrats	initial #unemployment insurance claims recent months lowest levels since dec #economy	D	2016	7
77190	Rep. Ted Lieu	i'm accepting applications fall #interns c office july info	D	2016	7
77191	Rep. Ted Lieu	glad see cali taking lead addressing gun violence america congress must follow act #disarmhate	D	2016	7
77192	Bernie Sanders	must make easier people get substance abuse treatment need need	D	2016	7
77193	Senator Joe Manchin	check good recap visit energy express students white sulphur springs yesterday	D	2016	7
77194	Rep. Stephen Lynch	hr follows months negotiation compromise	D	2016	7
77195	Rep. Stephen Lynch	speaking #nationalsecurity hearing oversight urban area security initiative grant program	D	2016	7
77196	Rep. Hank Johnson	leaving town addressing #gunviolence #zika #opioids #flint unbelievable #doyourjob	D	2016	7
77197	Ben Ray Lujan	i'm working rebuild nm behavioral health system bill increase mental health care professionals passed house	D	2016	7
77198	Rep. Ted Lieu	honored join #merchantsofdoubt	D	2016	7
77199	Rep. Jared Polis	still floor w many members request vote bipartisan bill address gun violence act	D	2016	7
77200	Senator Joe Manchin	gayle deeply saddened shooting #dallas last night prayers loved ones lost lives	D	2016	7
77201	Rep. Frank Pallone	carteret inddayfestival w mayor reiman freeholderdir rios schoolboardmember harris-rain couldn't keep people away	D	2016	7
77202	Sheila Jackson Lee	since justice department  findings least additional in-custody deaths occurred harris co jail	D	2016	7
77203	Ed & Workforce Cmte	bipartisan #hr5587 help americans particularly younger americans compete succeed today  workforce #cte	D	2016	7
77204	SenateEnergyDems	it's basic fairness children children enjoy outdoors well nordstrom ceo #lwcf	D	2016	7
77205	Rep. Emanuel Cleaver	starting home runs second inning starting royals	D	2016	7
77206	Senator Ben Cardin	simple answer believe congress play role restoring community trust law enforcement	D	2016	7
77207	Richard Blumenthal	pleased releasing 199m implement life-saving ptc technology fought funds improve rail safety	D	2016	7
77208	Donald Norcross	thank follow	D	2016	7
77209	Rep. Frank Pallone	technology keep kids firing guns passed bill requiring smart guns vetoed #askdems	D	2016	7
77210	Brian Higgins	according buffalo feels like city cusp something big	D	2016	7
77211	Chellie Pingree	urging approve expanded portland va clinic others w delay #mepolitics	D	2016	7
77212	Steve Cohen	we're going take extremely good care health lot luck accidents disasters	D	2016	7
77213	Rep. Jared Polis	devastating thoughts #dallas community	D	2016	7
77214	Sandy Levin	violence hands law enforc violence targeting law enforc peaceful protest reprehensible rattle consciousness	D	2016	7
77215	Earl Blumenauer	nice watch hillary fun earned hope keep	D	2016	7
77216	Appropriations-Dems	offers amendment restore funding tobacco prevention activities cut house l-hhs-ed bill	D	2016	7
77217	Gwen Moore	yesterday federal judge ruled #wi voters w photo id cast ballots swearing identity #votingrights	D	2016	7
77218	D Wasserman Schultz	must-read trump picks vp candidate long anti-lgbt history	D	2016	7
77219	Bonnie WatsonColeman	congratulations dr carla hayden confirmation read	D	2016	7
77220	Rep. Marcia L. Fudge	learn	D	2016	7
77221	Rep. Frank Pallone	#eidmubarak celebrating ramadan may peaceful holiday	D	2016	7
77222	Jim Cooper	way rule works businesses workers actually chance get ahead	D	2016	7
77223	Rep. Roybal-Allard	saddened passing friend rep mark takai thoughts prayers family friends #mahalomark	D	2016	7
77224	Mark Warner	applaud providing forward thinking investment help develop portable retirement benefits	D	2016	7
77225	John Lewis	leaders must lead think congress many people hate say tail-lights headlights #goodtrouble	D	2016	7
77226	SenateEnergyDems	congrats who'll receive 10m year years help reduce cost vehicle battery technologies	D	2016	7
77227	Rep. Don Beyer	years since seniors started signing #medicare must protect strengthen future generations	D	2016	7
77228	Eleanor H. Norton	historic step #equality dod says gender identity irrelevant military service  americans must right serve nation	D	2016	7
77229	Rep. Ed Perlmutter	 live  panel discussion real estate u economy watch ?	D	2016	7
77230	Rep. Ted Lieu	panelists talking critical need address #climatechange #webofdenial	D	2016	7
77231	Mark Warner	visited see cutting edge improvements pediatric care discuss new developments alzheimer's research	D	2016	7
77232	Rep. Keith Ellison	rep ellison calls doj investigation shooting muslim men « wcco cbs minnesota	D	2016	7
77233	Chuck Schumer	zika coast coast americans urging gop work w pass common sense bill	D	2016	7
77234	Brendan Boyle	spoke w work close loophole allowing hunting abuse endangered animals	D	2016	7
77235	David Cicilline	tucson shooting stopped shooter reload limits magazine size critical saving lives	D	2016	7
77236	Rep. Joe Courtney	great news #norwich awarded 2.4 million federal grant funds supported lead removal homes	D	2016	7
77237	Eliot Engel	one month pulse attack #lgbt orlando still can't even get vote #noflynobuy #disarmhate	D	2016	7
77238	Donald Norcross	remarks demanding #congress take action hold #environmental polluters like accountable	D	2016	7
77239	Chuck Schumer	visit mt lebanon shaker village new lebanon don't miss pancakes blueberry hill cafe #nytownoftheday	D	2016	7
77240	Congressman Tim Ryan	#lt great panel coming together advocate important cause #healthyfood4all	D	2016	7
77241	Lloyd Doggett	wray hood friend great advocate eastside leader respected loved neighbors	D	2016	7
77242	Donald Norcross	thank follow	D	2016	7
77243	Senator Jon Tester	bill preserve east rosebud creek heading senate floor #mtpol	D	2016	7
77244	Rep. Richard Neal	beautiful morning #intheberkshires #pittsfield 4th july parade	D	2016	7
77245	RepBThompson	earlier week went cleveland speak united states voting town hall meeting 	D	2016	7
77246	Rep. Marcia L. Fudge	#medicare #medicaid thank keeping americans healthy we'll recommit keeping strong happy 51st anniversary	D	2016	7
77247	Rep. Diana DeGette	happy #fourthofjuly today celebrate america promise life liberty pursuit happiness	D	2016	7
77248	Sen. Maria Cantwell	portland today talked need #affordablehousing wa across nation #lihtc	D	2016	7
77249	Senator Chris Coons	saddened learn death elie wiesel passing important light goes world 1/3	D	2016	7
77250	US Rep E.B.Johnson	must bridge divisions community order prevent senseless violence #dallasstrong	D	2016	7
77251	Bonnie WatsonColeman	many thanks patience flexibility compassion shown last night's peaceful protest capitol	D	2016	7
77252	Rep. Roybal-Allard	proud support legislation favoring alternatives animal testing often faster cheaper accurate	D	2016	7
77253	Donald Norcross	happening live fighting punish #environmental #polluters who've contaminated toxic sites nj	D	2016	7
77254	Rep. Mia Love	large algal bloom e.utah lake please take precautions office working w deq info	D	2016	7
77255	Rep. Hank Johnson	little-by-little we're making progress addressing dangers coal ash communities #coalash	D	2016	7
77256	JEC Democrats	fastest real #gdp growth past years ca co tx fl ut wa #economy	D	2016	7
77257	Amy Klobuchar	great time packed room pennsylvanians thanks lindsey	D	2016	7
77258	Ruben Gallego	#veterans deserve fair chance serve nation federal government read op-ed w	D	2016	7
77259	JEC Democrats	new jec fact sheet shows women hourly workforce #minimumwage workers	D	2016	7
77260	Eliot Engel	democrats sound frustrated house  failure act gun violence 	D	2016	7
77261	Mark Warner	appreciate community's interest strong turnout saturday afternoon town hall staunton	D	2016	7
77262	David Cicilline	assault weapon used mass shooting number people killed goes facts don't lie	D	2016	7
77263	Bernie Sanders	country great sons daughters immigrants think proud	D	2016	7
77264	Congressman Tim Ryan	another horror must stop prayers officers families right	D	2016	7
77265	Jackie Speier	#pinktax repeal tax would end gender-based price discrimination including  lady colored  pens	D	2016	7
77266	Amy Klobuchar	fun w friends women senators lunch w	D	2016	7
77267	Rep. Betty McCollum	governor wendell anderson leaves tremendous legacy minnesota particularly education condolences family many friends	D	2016	7
77268	Gerry Connolly	fbi investigation didn't pan house gop cont waste taxpayer money investigating debunked claims	D	2016	7
77269	Rep. Richard Neal	looking forward visiting great barrington monday morning announce federal grant fire department	D	2016	7
77270	US Rep E.B.Johnson	beyond tragic informed 5th officer died	D	2016	7
77271	Ed Markey	senate #gop blocked efforts provide real funding cities states need fight #opioidepidemic #cara	D	2016	7
77272	Nita Lowey	need assistance federal agency call #westchester #rockland district offices	D	2016	7
77273	US Rep E.B.Johnson	#4thofjuly celebrate father america george washington's legacy	D	2016	7
77274	Chuck Schumer	remember always wear sunscreen fda must double make sure protects us	D	2016	7
77275	Congressman Tim Ryan	passionate advocate #healthyfood4all great dc today raising awareness	D	2016	7
77276	Senate Energy GOP	sen safe production #arctic resources benefits #alaska nation #ocs #energy	D	2016	7
77277	Rep. Stephen Lynch	declassification #28pages important step towards answering many questions remain victims families nation whole	D	2016	7
77278	SenateEnergyDems	outdoor recreation one largest sectors us economy across us outdoor recreation accounts million jobs nordstrom	D	2016	7
77279	Rep. Don Beyer	awful way bastille day end following news nice tonight grief heart	D	2016	7
77280	Bonnie WatsonColeman	said play rules tried here's result ... #disarmhate	D	2016	7
77281	Rep. Keith Ellison	wish family happy fourth july	D	2016	7
77282	Rep. Don Beyer	commuters use alternate transportation options evening commutes 3/3	D	2016	7
77283	Jackie Speier	proud reading names victims killed mass shootings far year #disarmhate	D	2016	7
77284	David Cicilline	rhode island founded refuge religious tolerance kind hatred place state	D	2016	7
77285	Sheila Jackson Lee	#dallasmemorial speech hope arise putting fellow man found lifting others #disarmhate	D	2016	7
77286	Brian Higgins	wonderful meeting emily kasprzak center john duke center nf	D	2016	7
77287	Claire McCaskill	made nervous interviewed today incomparable tom brokaw #thrilledandhonored	D	2016	7
77288	Rep. Keith Ellison	#nn16 awesome gathering	D	2016	7
77289	David Cicilline	... want improve quality life want justice human beings abide land	D	2016	7
77290	Bernie Sanders	right poor government turns back yet welcomes wealthy lobbyists  got backwards	D	2016	7
77291	Senator Ben Cardin	man conviction passion light world greatly missed	D	2016	7
77292	Brian Higgins	fda opens public comment period gay blood donation ban step towards goal changing policy	D	2016	7
77293	Rep. Roybal-Allard	glad house passed resolution cosponsored supporting let's bring #olympics back la #la2024	D	2016	7
77294	Jose E. Serrano	unveil #strongeramerica agenda secure nation future democracy	D	2016	7
77295	Ed & Workforce Cmte	think #overtimerule help workers think ways harm good	D	2016	7
77296	Rep. Marcia L. Fudge	photographer lois litto title championship parade #seemyohio11	D	2016	7
77297	Sen. Maria Cantwell	cantwell information age many ideas barrier becomes access capital #smallbusiness	D	2016	7
77298	Rep. Keith Ellison	talked urgency scotus vacancy marge baker nan aron anna galland	D	2016	7
77299	Steve Cohen	officers often aren't convicted using lethal force via independent prosecutor bill.fair	D	2016	7
77300	David Cicilline	single bill solve problem overnight comprehensive approach dramatically reduce number gun deaths year	D	2016	7
77301	Sen Dianne Feinstein	#latinoconservationweek let's celebrate diversity movement protect california's desert	D	2016	7
77302	Rep. Stephen Lynch	joined colleagues request study health effects airplane noise pollution	D	2016	7
77303	RepBThompson	saw american red cross   cool follow rules  swimming pool safety poster 	D	2016	7
77304	Earl Blumenauer	bryan spot hilarious imitation trump preaching first	D	2016	7
77305	Sen. Maria Cantwell	#icymi inspiring show support week park #lwcf hugely successful #conservation program	D	2016	7
77306	Rep. Betty McCollum	deeply partisan interior-environment appropriations bill ignores reality climate change thwarts efforts #actonclimate	D	2016	7
77307	Rep. Bobby Scott	enjoyed annual phenix high school legacy dinner phenix alumni carlyse ford henry livas jr	D	2016	7
77308	US Rep E.B.Johnson	#5at5 today soon fb msg questions like page tune see answer	D	2016	7
77309	Steny Hoyer	join democrats thursday demand action address gun violence #disarmhate #lightingtheway	D	2016	7
77310	Bernie Sanders	stabenow-roberts gmo labeling bill bought paid monsanto grocery manufacturers association	D	2016	7
77311	Chuck Schumer	enjoy music rotary park middletown town hartland tomorrow 3-7 pm #nytownoftheday	D	2016	7
77312	Senator Joe Manchin	administration took steps expand access rx treatment strengthen rx drug monitoring curb drug abuse	D	2016	7
77313	David Cicilline	previous assault weapon ban reduced use assault weapons crimes that's fact	D	2016	7
77314	Sen. Maria Cantwell	#smallbusiness important country new jobs come  unified voice  joseph schocken	D	2016	7
77315	Richard Blumenthal	newly released data confirming veteran suicides day heartbreaking must use new tools available cut zero	D	2016	7
77316	Rep. Don Beyer	amendment restore #esa protections gray wolf sage grouse lesser prairie chicken #endangeredspecies	D	2016	7
77317	Senator Ben Cardin	telemedicine helps families remove barriers receiving services kids need succeed later life learn ->	D	2016	7
77318	Bernie Sanders	evidence clear fracking danger health planet must phase fracking nationwide	D	2016	7
77319	Senator Jon Tester	unacceptable even one vet crisis call suicide hotline get immediate help need	D	2016	7
77320	Richard Blumenthal	proud #ct  industry-leading passing critical design review stage supply new helicopter fleet	D	2016	7
77321	Sen. Jeanne Shaheen	read bill fair housing domestic violence sexual assault survivors act	D	2016	7
77322	David Cicilline	could bragged best restaurants new england #rigopdoover #rncincle	D	2016	7
77323	Rep. Ted Lieu	read statement #dallaspoliceshootings heart goes affected tragedy #dallas	D	2016	7
77324	Amy Klobuchar	practicing convention speech podium pointing mn sign they're 1st row floor good seats #dncinphl	D	2016	7
77325	Ed & Workforce Cmte	bill improve #cte many students rely help pursue dreams accomplish goals	D	2016	7
77326	Rep. Terri A. Sewell	thanks great visit new zealand impressed kiwis	D	2016	7
77327	David Cicilline	sad learn passing friend colleague congressman mark takai thoughts wife sami two children	D	2016	7
77328	Rep. Joe Crowley	event discuss #buildingbettersavings plan address savings retirement security crisis	D	2016	7
77329	Rep. Keith Ellison	course read	D	2016	7
77330	Rep. Don Beyer	pm i'll answer questions didn't time last month's town hall meeting arlington via periscope live video	D	2016	7
77331	Rep. Nydia Velazquez	need concerted effort levels government address dangers #k2 communities #cdc	D	2016	7
77332	Chuck Schumer	make monday reading	D	2016	7
77333	Rep. Ed Perlmutter	b line #westminsterco open #makeabline	D	2016	7
77334	Rep. Debbie Dingell	week seen much heartbreak remember words dr martin luther king jr	D	2016	7
77335	Rep. Don Beyer	robbed life age reminds us mortality need live life fullest mark #mahalomark	D	2016	7
77336	Chuck Schumer	#ff lagrange   stay date education ctr course animals delicious cheeses #nytownoftheday	D	2016	7
77337	Appropriations-Dems	markup labor-hhseducation bill offers amendment restore funding lead safety activities	D	2016	7
77338	Richard Blumenthal	wishing safe happy #4thofjuly celebrating world's greatest strongest nation proud american  deep gratitude nation's heroes	D	2016	7
77339	Appropriations-Dems	pleased increases like nih special ed trio gear-up come expense critical investments	D	2016	7
77340	Rep. Susan Davis	remembering killed pulse orlando month ago #disarmhate	D	2016	7
77341	Donald Norcross	stand united demanding end obstruction gun violence #disarmhate	D	2016	7
77342	Richard Blumenthal	guns kill 30k americans every year mass shootings make headlines gang domestic violence suicides accidental shootings children	D	2016	7
77343	Rep. Keith Ellison	washington dc office looking fall interns apply sending resume hassan.ali@mail.house.gov	D	2016	7
77344	US Rep E.B.Johnson	solutions community forum come ready get work done	D	2016	7
77345	Richard Blumenthal	reopening #danbury mall great boon consumers jobs local economy proud cut ribbon	D	2016	7
77346	Rep. Stephen Lynch	celebrating #independenceday #norwood #4thofjuly parade	D	2016	7
77347	David E. Price	thrilled hear named hbcu year hbcu digest congratulations go eagles	D	2016	7
77348	Brian Higgins	whirlpool bridge walkway reopened via	D	2016	7
77349	JEC Democrats	jec hold hearing tues july #entrepreneurship american #economy	D	2016	7
77350	Rep. Ted Lieu	starting join conversation i'm updating constituents w work congress thus far dial 1-888-409-5380	D	2016	7
77351	Senator Ben Cardin	scourge slavery still exists 21st century  alarmed happened #mauritania recently	D	2016	7
77352	Ed Markey	speaking senate flr soon #timetocallout #webofdenial koch brothers exxon special interests #actonclimate	D	2016	7
77353	Rep. Terri A. Sewell	major victory voting rights nc voter id law intentionally targeted african american voter	D	2016	7
77354	Rep. Keith Ellison	proud tabling #nn16 uniting enviro ej racial justice good jobs trade	D	2016	7
77355	Senator Bob Menendez	deaths valiant #dallas police officers remind us risks taken day incl protect 1st amendment rights	D	2016	7
77356	Sandy Levin	happy birthday friend turns today you're strong f classy cadillac rugged jeep	D	2016	7
77357	Donald Norcross	remarks #newjersey #building #construction #trades council 112th annual convention	D	2016	7
77358	Brendan Boyle	it's often hear lucifer referenced convention speech #rncincle #gopincle	D	2016	7
77359	David Cicilline	excited event tonight newport late rsvp details	D	2016	7
77360	Sheila Jackson Lee	happy birthday #malalayousafzai limitless courage fight human rights inspires us every day #malaladay	D	2016	7
77361	Carolyn  B. Maloney	congress pass bill require bkgrnd checks shows give law enforcement oversight #askdems	D	2016	7
77362	JEC Democrats	2/5 years since congress passed #doddfrank businesses added 14.2 jobs 	D	2016	7
77363	Senator Jack Reed	congrats #cara bill passage gop must allow vote funds counter national #opioid epidemic	D	2016	7
77364	Rep. Keith Ellison	well aware	D	2016	7
77365	Ed Markey	need fund study find solutions epidemic #gunviolence america	D	2016	7
77366	Brian Higgins	2nd runner-up #congressionalartcompetition went elena ritz entry cat's meow	D	2016	7
77367	D Wasserman Schultz	classic gop republicans united around tax breaks wealthiest americans	D	2016	7
77368	Ed Markey	ensure us reduces co2 imported oil must set even stringent fuel econ standards moving fwd	D	2016	7
77369	Bernie Sanders	end impact corporate interests campaigns democracy overturn citizens united	D	2016	7
77370	Luis V. Gutierrez	thanks joining appeal ag lynch guns police #chicago #twill #p2	D	2016	7
77371	Rep. Keith Ellison	#truthtopower w	D	2016	7
77372	David Cicilline	course support due process final legislation must include due process protections	D	2016	7
77373	Rep. Betty McCollum	federal investigation establish facts ensure accountability based full statement	D	2016	7
77374	Brian Higgins	skyway discussion tearing something it's building something	D	2016	7
77375	Bernie Sanders	constitutional rights  depend race gender religion sexuality income  believe still need say	D	2016	7
77376	SenateEnergyDems	thinks new #energy frontier #research centers	D	2016	7
77377	Mark Warner	see	D	2016	7
77378	Ed & Workforce Cmte	vp describes #hr5587 important future american education economic competitiveness	D	2016	7
77379	Mark Warner	cases #zika #va time congress act fully fund efforts stop disease	D	2016	7
77380	Sen Dianne Feinstein	welcome navy's plans name ship san francisco supervisor #lgbt activist harvey milk	D	2016	7
77381	Senator Chris Coons	keep america safe without sacrificing core values read	D	2016	7
77382	Jim Himes	happy help friend kick campaign state rep cos cob morning	D	2016	7
77383	Brian Higgins	helps agencies including sr johnice's response love ctr	D	2016	7
77384	Sheila Jackson Lee	sound powerful marching feet determined people houston	D	2016	7
77385	David Cicilline	well appreciate past support continue keep fighting ri	D	2016	7
77386	Rep. Don Beyer	 reason pentagon continue inflicting cruelty animals thx also leadership	D	2016	7
77387	Bernie Sanders	it's interesting republicans tell us terrible government want overturn gmo labeling laws passed states	D	2016	7
77388	Gerry Connolly	terrible horrific news dallas officers bravely served community lost senseless gun violence	D	2016	7
77389	SenateEnergyDems	starting vote motion go conference #bipartisan #energy bill watch cc	D	2016	7
77390	Rep. Emanuel Cleaver	feilhaber ... goal	D	2016	7
77391	Sheila Jackson Lee	proud support constituent humanitarianism efforts #beygood	D	2016	7
77392	Rep. John Yarmuth	follow facebook live feed #lightingtheway event #disarmhate tonight	D	2016	7
77393	Hakeem Jeffries	anaya lee willabus already written published two books age future bright	D	2016	7
