	name	tweet	affiliation	year	month
11669	Rep. Kurt Schrader	#equalpayday symbolizes long takes women's earnings catch men made previous year days long	D	2015	4
11670	Ed Markey	bill empowers consumers w knowledge use electricity make decisions save kw	D	2015	4
11671	Sen Dianne Feinstein	providing million support low-income veterans families los angeles	D	2015	4
11672	Sen. Debbie Stabenow	senator stabenow announces support greenville police buy new police car	D	2015	4
11673	House OversightDems	think witness's testimony extremely important freddie gray	D	2015	4
11674	Congressman Tim Ryan	future health care self care	D	2015	4
11675	Senator Jeff Merkley	#taxday2015 today ? retweet think tax cuts reward hard working families small business special interests	D	2015	4
11676	Brendan Boyle	thanks u army seal office	D	2015	4
11677	Ed & Workforce Cmte	sec main cites built-in accountability msha  internal process success #minesafety enforcement	D	2015	4
11678	Steny Hoyer	told press #gopbudget unrealistic messaging document i'm doubtful gop implement extreme policies cuts would needed	D	2015	4
11679	Rep. Ted Lieu	meeting w kevin mckeown michelle stutter campaign finance reform	D	2015	4
11680	Rep. Terri A. Sewell	many ways celebrate #earthday2015 check tips help make every day #earthday	D	2015	4
11681	Senator Ben Cardin	#sfrc rm member appeal turkish gov world leaders formally recognize #armeniangenocide	D	2015	4
11682	Eliot Engel	need restrict trafficking historical artifacts helping finance isis	D	2015	4
11683	SenateEnergyDems	cantwell #lwcf provided 4b state local governments acquisition development public rec areas facilities	D	2015	4
11684	Rep. Ted Lieu	last yr california  ban gay conversion therapy minors went way supreme court  #tbt	D	2015	4
11685	Bonnie WatsonColeman	today toured #nj12 food pantries centers help families make ends meet vital community	D	2015	4
11686	Ed & Workforce Cmte	pres substandard conditions schools  conducive educational success	D	2015	4
11687	Nancy Pelosi	#earthday reminds us vital role must play protecting wildlife public land air water next generation	D	2015	4
11688	Rep. Gene Green	happy talking antibiotic resistance	D	2015	4
11689	Brendan Boyle	upcoming event i'm really excited	D	2015	4
11690	RepBThompson	pleased loretta lynch confirmed country  next attorney general today cont	D	2015	4
11691	Lloyd Doggett	students sam houston hs bringing right ideas san antonio  east side w farmer  market fresh food	D	2015	4
11692	Carolyn  B. Maloney	great privilege serving  terrific member congress wish well retirement	D	2015	4
11693	Senate Energy GOP	sen murkowski applauds house action approve #energy efficiency legislation	D	2015	4
11694	Rep. Joe Courtney	#bankonstudents bill would allow refinancing student loans much-needed measure would help millions borrowers america's economy	D	2015	4
11695	Amy Klobuchar	great speak tonight 2.4 million members making smart financial decisions giving back communities	D	2015	4
11696	Chuck Schumer	yr old canisteo living sign made scotch pines planted north-south spelling town's name #nytownoftheday	D	2015	4
11697	Ruben Gallego	great turnout first coffee conversation #az07	D	2015	4
11698	Armed Services	live subcom strategic forces hearing fy16 nuclear forces #hasc watch	D	2015	4
11699	Jim Himes	unconscionable mo delay senate confirms loretta lynch attorney general first african american woman post	D	2015	4
11700	Ed Markey	science research nsf funding plays huge part everyday lives read post ?	D	2015	4
11701	Rep. Kurt Schrader	today #autismawarenessday let's #liub affected autism families	D	2015	4
11702	Rep. Emanuel Cleaver	thank engaging #njinsurance event icymi	D	2015	4
11703	Rep. Debbie Dingell	enjoying outdoors birthright #mi spoke abt need defend enhance public lands support #lwcf	D	2015	4
11704	Earl Blumenauer	useful mtg w bldg constr unions get congress meet challenges ahead appreciate support bill	D	2015	4
11705	Raul M. Grijalva	feb called #elsalvador manage water people corporations glad orgs joined call	D	2015	4
11706	Steny Hoyer	april national minority health month  since aca became law uninsured rate african americans declined latinos #acaworks	D	2015	4
11707	Senator Patty Murray	believe ask service members fight providing best care possible come home murray #hiddenheroes	D	2015	4
11708	Joaquin Castro	continue public service loan forgiveness program gop budget eliminates would help w student loan debt #umatter	D	2015	4
11709	Nancy Pelosi	thoughts prayers families friends loved ones killed nepal's terrible earthquake	D	2015	4
11710	Rep. Marcia L. Fudge	leader pelosi cbc colleagues calling u senate #confirmlynch rt	D	2015	4
11711	Senator Joe Manchin	honor present historical flags home county yesterday good story today event	D	2015	4
11712	Rep. Emanuel Cleaver	good visit last week read #digitaldivide	D	2015	4
11713	Linda T. Sánchez	families affected #picorivera #walmart closing constituents neighbors i'm demanding answers walmart	D	2015	4
11714	Bernie Sanders	watch sen sanders tonight #nightlyshow	D	2015	4
11715	Jackie Speier	happy 45th #earthday let's forget came	D	2015	4
11716	Adam Schiff	khachik danelian gadarineh danelian makrouhi chavdarian garabed jihanian hovsep sarkissian matteos sarkissian #neverforget1915	D	2015	4
11717	JEC Democrats	it's #equalpayday rate women  parity let  pick pace #equalpaynow	D	2015	4
11718	Armed Services	#dodreform defense  reform must make system proactive agile transparent innovative 	D	2015	4
11719	Carolyn  B. Maloney	testifying nyc benefits w 164kjobs line cong doesnt act	D	2015	4
11720	Bernie Sanders	today's news sen bernie sanders i-vt ):	D	2015	4
11721	Sheila Jackson Lee	congresswoman sheila jackson lee daughter erica lee drop diapers baby wipes star hope	D	2015	4
11722	Rep. Keith Ellison	hanging family #march2justice good family values	D	2015	4
11723	Bill Keating	today  tnt hrg illicit #wildlifetrafficking threatens endangered species conservation finances intl terrorist activities	D	2015	4
11724	Senator Patty Murray	know caregivers spend hours week caring veterans equivalent full-time job #hiddenheroes	D	2015	4
11725	Rep. Roybal-Allard	spring arrived dc here's view cherry blossoms outside house office building	D	2015	4
11726	Rep. Diana DeGette	today thanked pilots keeping skies safe heard abt keep flying safe affordable 2/2	D	2015	4
11727	Armed Services	tactical air land mark passes mark favorably forwarded full committee #fy16ndaa #hasc	D	2015	4
11728	Rep. Diana DeGette	paule met friends bring daughter work day	D	2015	4
11729	Ed Markey	remember #spillcam years later safer disaster like bp #oilspill #tbt	D	2015	4
11730	House OversightDems	ig's report dea sex parties ... conduct tht deplorable anyone let alone law enforcement officials serving us	D	2015	4
11731	Steny Hoyer	1st days 114th congress rs put partisanship jobs expanding opportunity	D	2015	4
11732	Debbie Stabenow	185,000 people michigan suffer alzheimer   hope  terrible disease horizon	D	2015	4
11733	Science Committee	releases ultimate unboxing video first objects 3d printed space come earth	D	2015	4
11734	Dutch Ruppersberger	w robotics team bot romulus incredible students #stem education action	D	2015	4
11735	Chellie Pingree	nice meet yarmouth high school's josh ottow recently named maine assistant principal year #mepolitics	D	2015	4
11736	Brian Higgins	pres dr olson announces new partnership w offer veterinary medicine degree	D	2015	4
11737	Chuck Schumer	everyone works hard living make enough money feed kids retweet #fightfor15	D	2015	4
11738	Adam Schiff	yesterday read 1,000 names #armeniangenocide victims floor #neverforget1915 watch	D	2015	4
11739	US Rep E.B.Johnson	days passed since loretta lynch nominated attorney general  time #confirmlynch	D	2015	4
11740	Rep. Bobby Scott	current transportation bill map expires 5/31 congress must pass long term bill meets needs nation #su4t	D	2015	4
11741	Rep. Kurt Schrader	happy #openingday i'm always excited start baseball season annual congressional baseball game	D	2015	4
11742	Rep. Emanuel Cleaver	missouri women average paid cents every dollar paid men resulting yearly wage gap 9,213 #equalpaynow	D	2015	4
11743	Rep. Debbie Dingell	great meet students mcbride middle school steps capitol afternoon	D	2015	4
11744	Jackie Speier	wrong call phmsa toothless tiger it's actually toothless kitten frightens absolutely one	D	2015	4
11745	Adam Schiff	icymi morning discussed cnn's need new isis-specific #aumf	D	2015	4
11746	Rep. Ted Lieu	honored discuss combating global anti-semitism w de fr uk ambassadors	D	2015	4
11747	Adam Schiff	sunday discuss yemen isis iran hope tune	D	2015	4
11748	Rep. Zoe Lofgren	statement republican hearing ending birthright citizenship	D	2015	4
11749	Steny Hoyer	attended founders day awards gala reception celebrate 150th anniversary president burnim	D	2015	4
11750	Albio Sires	check earth day concert mall tomorrow 11am 7pm visit info	D	2015	4
11751	Carolyn  B. Maloney	days new congress still jobs bill hardworking americans deserve better	D	2015	4
11752	Senator Jeff Merkley	1/2 loretta lynch's confirmation today represents great step forward many nominees still waiting far long vote	D	2015	4
11753	Steve Cohen	i'll discuss continuing negotiations #iran tonight hope you'll tune ct	D	2015	4
11754	Brendan Boyle	pleasure join cosponsoring drbca today #allaboutthatbasin	D	2015	4
11755	Joaquin Castro	nuclear ... nukewler .. please sorry texas accent ...	D	2015	4
11756	Senator Patty Murray	sen murray visits talk wa state priorities importance replacing sequestration cuts budget	D	2015	4
11757	Steny Hoyer	told press  pleased announced vote #confirmlynch week well qualified votes	D	2015	4
11758	Rep. Keith Ellison	thoughts prayers go affected fire north broadway today repair rebuild	D	2015	4
11759	Senator Ben Cardin	#baltimore #newyork #northcharleston #ferguson beyond shown need end racial profiling #erpa	D	2015	4
11760	Senator Ben Cardin	senate finally rightfully moved #confirmlynch	D	2015	4
11761	Gregory Meeks	women  rights human rights sake equality economy let  finally correct injustice #equalpaynow	D	2015	4
11762	Brendan Boyle	great pleasure host students mater dei catholic school today	D	2015	4
11763	Senator Jack Reed	working w close #inversions loophole protect american taxpayers businesses	D	2015	4
11764	Amy Klobuchar	great news awarded minneapolis-st paul international airport 6.2 infrastructure improvements	D	2015	4
11765	Rep. Keith Ellison	 proud stand thousands workers hitting streets today join call dignity job #fightfor15	D	2015	4
11766	Adam Schiff	women families deserve equal pay equal work it's simple #equalpaynow	D	2015	4
11767	Paul Tonko	proud supported expanding thanks recognizing #parkchamp	D	2015	4
11768	David E. Price	excited join president #obamatownhall charlotte discussion issues matter working moms	D	2015	4
11769	Rep. Frank Pallone	need help navigating rrem program #sandy attend info session held sayreville mon apr	D	2015	4
11770	D Wasserman Schultz	couldn't rt difference couldn't clear	D	2015	4
11771	Richard Blumenthal	seeing denver va hospital site	D	2015	4
11772	Paul Tonko	gop budget makes harder students follow dreams earn higher education #umatter	D	2015	4
11773	Eleanor H. Norton	watch defend dc bill prevents repro health discrimination employees dc markup	D	2015	4
11774	Jose E. Serrano	hardworking families engine economic growth that's must achieve bigger paychecks better infrastructure everyone	D	2015	4
11775	Richard Blumenthal	data teen use e-cigs staggering disastrous tribute endless ingenuity tobacco industry	D	2015	4
11776	Rep. Rick Larsen	pm abe addresses attendees revitalize alliance w us visit culmination last years effort	D	2015	4
11777	Senator Jack Reed	nothing improbable run nat  l championship  lots hard work determination home-grown talent #1moregame #gofriars	D	2015	4
11778	Joaquin Castro	busy day meetings helping plan next year  defense budget attending pm japan  address congress	D	2015	4
11779	Gregory Meeks	congratulations ag loretta lynch becoming country  first african american woman hold america  top law enforcement position	D	2015	4
11780	Senator Patty Murray	 fight make sure workers seniors families access healthy independent financially secure retirement pm #whcoa	D	2015	4
11781	Rep. Stephen Lynch	congressional art competition submissions due 4/23 info available #ma08 high school students #cac2015	D	2015	4
11782	Bernie Sanders	support oppose allowing same-sex couples get married weigh #scotusmarriage	D	2015	4
11783	Gwen Moore	need keep american businesses competitive international markets needs longterm reauthorization	D	2015	4
11784	Amy Klobuchar	impt steering committee hearing today empowering girls women abroad women educated benefits entire economies	D	2015	4
11785	Senator Ben Cardin	into'd #rachelcarson res thanks activists like bald eagles back stellar video #earthday	D	2015	4
11786	Rep. Rick Larsen	#acaisworking poll shows nearly adult americans health insurance via	D	2015	4
11787	Steny Hoyer	wishing happy birthday good friend north carolina chair	D	2015	4
11788	Ruben Gallego	thanks isaac corina talking consequences student loan debt #az07	D	2015	4
11789	Sen. Jeanne Shaheen	congratulations rochester times editor john nolan great career wishing best luck retirement	D	2015	4
11790	Mark Warner	thanks conversation importance planning end-of-life care	D	2015	4
11791	Sen Dianne Feinstein	unfair wages paid women harmful families communities society statement #equalpayday	D	2015	4
11792	Steny Hoyer	told reporters need thoroughly investigate tragic death freddie gray violence undermines peaceful efforts seek justice	D	2015	4
11793	Senator Ben Cardin	peace #baltimore committed justice #freddiegray support efforts baltimoreans engaged nonviolent protests	D	2015	4
11794	Senator Jon Tester	mt families struggling w rising student debt impacting opportunity graduates #mtpol	D	2015	4
11795	Rep. Jared Polis	house caucus innovation entrepreneurship briefing talking abt helping vets translate skills experience biz	D	2015	4
11796	Brendan Boyle	cora family festival	D	2015	4
11797	Nancy Pelosi	equal pay day day call america  leaders ensure hard working women receive fair compensation work #equalpaynow	D	2015	4
11798	David Cicilline	chance express support work	D	2015	4
11799	Senate Energy GOP	good recap sen murkowski's keynote #arctic #csislive last week via	D	2015	4
11800	Rep. Keith Ellison	north minneapolis coming talk voting rights new emerge tech career center	D	2015	4
11801	Joaquin Castro	condoning kind brutality irresponsible undermines credibility front six year old little girl god's sake	D	2015	4
11802	Luis V. Gutierrez	por cada dólar que gana un hombre las mujeres ganan centavos es tiempo para #igualdadsalarial #latism #p2	D	2015	4
11803	D Wasserman Schultz	rand paul gop presidential hopeful good wealthiest bad middle class	D	2015	4
11804	Armed Services	official roll call numbers released tomorrow anything time unofficial	D	2015	4
11805	Jackie Speier	images #armeniangenocidecentennial never forget #armeniangenocide	D	2015	4
11806	Armed Services	sanchez 241r1 roll call vote pending #fy16ndaa	D	2015	4
11807	Bernie Sanders	coming 10:45 amet sen sanders livestreaming press conference budget via #periscope stay tuned	D	2015	4
11808	Bobby L. Rush	stopped office today discuss infrastructure policy national rail roads transportation	D	2015	4
11809	Jose E. Serrano	joined file amicus brief supporting potus  clear authority take #immigrationaction ?	D	2015	4
11810	Senator Jack Reed	live #thud approps hearing road ahead #transportation funding w 	D	2015	4
11811	Rep. Emanuel Cleaver	communities need equal protection climate pollution equal opportunity clean energy economy #greenforall	D	2015	4
11812	Senator Patty Murray	murray tax cuts middle class economy changed lot last decades tax code change	D	2015	4
11813	David Cicilline	thanks	D	2015	4
11814	Richard Blumenthal	must pass #whpa protect woman  right make best health care decisions family	D	2015	4
11815	Steve Cohen	 candice bergen fine romances profile always big fan	D	2015	4
11816	House OversightDems	behind scenes today's #bankonstudents forum	D	2015	4
11817	D Wasserman Schultz	excited board convention  great leader team	D	2015	4
11818	Chellie Pingree	congrats top finishers congressional art competition maine's 1st cd #mepolitics	D	2015	4
11819	Carolyn  B. Maloney	loretta lynch finally confirmed senate  outstanding attorney general	D	2015	4
11820	Bernie Sanders	every candidate president must answer following questions	D	2015	4
11821	Rep. Diana DeGette	#pulitzerprize finalists 4stories parents hope #marijuana medmiracles	D	2015	4
11822	Rep. Keith Ellison	minneapolis leader michael mcdowell dc nat'l people's action t-shirt designed juxtaposition arts	D	2015	4
11823	Steve Cohen	#poverty #unemploymentrate african-americans #tn double whites congress can't ignore must fix	D	2015	4
11824	Senator Ben Cardin	senate foreign relations committee business meeting #irandeal watch live -->	D	2015	4
11825	Jackie Speier	bravo speaking clearly #armenian #genocide time congress	D	2015	4
11826	SenateEnergyDems	new technologies role play  home abroad  making energy systems secure resilient 2/2 #qer	D	2015	4
11827	Chuck Schumer	astronomer professor william brooks discovered comets career grew marion ny #nytownoftheday	D	2015	4
11828	SenateEnergyDems	icym testimony preserving #lwcf read watch	D	2015	4
11829	Brian Higgins	thankful local organizations help w autism caregivers recognize #worldautismawarenessday	D	2015	4
11830	Paul Tonko	thx ra enck helping develop sound plans sustainable infrastructure	D	2015	4
11831	Amy Klobuchar	visited #stem classrooms west fargo moorhead w #innovateamericaact adds stem high schools	D	2015	4
11832	Rep. Debbie Dingell	thank strong voice justice equality proud stand	D	2015	4
11833	Armed Services	franks withdrawn #fy16ndaa	D	2015	4
11834	David Cicilline	it's time country get right side issue make paid leave reality working families #leadonleave	D	2015	4
11835	Rep. Frank Pallone	alberta gonzalez immigratd nj made mission improve conditions migrant workers state #whm	D	2015	4
11836	Senator Ben Cardin	happened #ericharris unconscionable	D	2015	4
11837	House OversightDems	jan mayor dc signed reproductive health non-discrimination amendment act ...	D	2015	4
11838	Mark Warner	looking forward joining set new york	D	2015	4
11839	Armed Services	we're back w readiness standalone amendments #fy16ndaa	D	2015	4
11840	Jackie Speier	us natural gas pipeline regulator toothless tiger overdosed quaaludes testimony holding account	D	2015	4
11841	Rep. Hank Johnson	end racial profiling stop police militarization invest young people #whywemarch #march2justice	D	2015	4
11842	D Wasserman Schultz	can't say much appreciate teachers inspired kids curious dedicated learners #thankateacher	D	2015	4
11843	David Cicilline	two favorite t-shirts today walk everyone needs little therapy define normal	D	2015	4
11844	Rep. Bobby Scott	esea update must ensure meaningful accountability students target federal resources needed #esea50	D	2015	4
11845	Sen. Debbie Stabenow	great meet talk wildlife conservation #earthday thanks work	D	2015	4
11846	Senate Energy GOP	it's time lift us ban domestic #oil #exports i'm actively turning legislation year #ceraweek	D	2015	4
11847	Sen Dianne Feinstein	syrian women big role play civil society political process end war must support	D	2015	4
11848	Eliot Engel	brand new study says u electricity could come renewables #renewables	D	2015	4
11849	Luis V. Gutierrez	incredible energy #immigrationaction rally last night w pics	D	2015	4
11850	Adam Schiff	president spoke eloquently passionately recognition past one hundred years	D	2015	4
11851	Paul Tonko	obama fresh push climate change #actonclimate	D	2015	4
11852	Sen. Maria Cantwell	signing #docfix law big step forward building #healthcare system rewards low cost high quality care	D	2015	4
11853	Senate Energy GOP	live committee discussing u #energy infrastructure good energy policies	D	2015	4
11854	Bonnie WatsonColeman	ag lynch spent career fighting ensure justice offered every american incredible moment	D	2015	4
11855	Rep. Debbie Dingell	icymi wrong currency provisions #tpp would hurt us letter they're critical	D	2015	4
11856	Senator Ben Cardin	give read progressiveness cornerstone proposal	D	2015	4
11857	David Cicilline	thanks it's long past time ban children working tobacco farms	D	2015	4
11858	Jim Himes	interesting piece bloomberg highlighting bipartisan anti-insider trading legislation hr1625	D	2015	4
11859	Hakeem Jeffries	#freddiegray neck broken spine severed result thuggery	D	2015	4
11860	Nita Lowey	invited roundtable discussion w resources available job training re-training	D	2015	4
11861	Brian Higgins	today #livenf volunteer fair 4pm 7pm niagara falls culinary institute #nationalvolunteermonth	D	2015	4
11862	Eleanor H. Norton	title ix coordinators sharing they're combating campus sexual assault #itsonus	D	2015	4
11863	John Lewis	glad us senate finally voted nomination loretta lynch long overdue pleased confirmed	D	2015	4
11864	David Cicilline	excited hosting community debate w today 1pm	D	2015	4
11865	Earl Blumenauer	sane act would reduce spending unneeded nuclear programs pentagon needs budget reality	D	2015	4
11866	Jose E. Serrano	apply  congressional internship program work capitol hill majors accepted expenses covered visit	D	2015	4
11867	Rep. Terri A. Sewell	tour comes close town hall meeting greene county	D	2015	4
11868	Adam Schiff	us long prided beacon human rights speaking atrocity confronting painful chapters past others	D	2015	4
11869	Rep. John Yarmuth	proud cosponsor #bankonstudents legislation allow people refinance student loans borrowers could save billion	D	2015	4
11870	Bobby L. Rush	proud join colleagues file amicus brief support president obama's #immigrationaction ?	D	2015	4
11871	Rep. Betty McCollum	excited speaking global citizen earth day rally national mall watch	D	2015	4
11872	US Rep E.B.Johnson	tomorrow first telephone town hall forum would like join conversation visit	D	2015	4
11873	Rep. Zoe Lofgren	women make average every dollar earned men that's 10,876 annual gap full-time working women men #equalpaynow	D	2015	4
11874	Senator Ben Cardin	#nigeria largest democracies completed successful peaceful election congratulations people #nigeriadecides	D	2015	4
11875	Richard Blumenthal	thx writing social emotional learning bill  research place need funding	D	2015	4
11876	Rep. Susan Davis	artwork needs office 5:30 pm monday april office address adams ave suite san diego ca	D	2015	4
11877	Rep. Terri A. Sewell	must always remember #esea  original intent equity education american students #esea50	D	2015	4
11878	Rep. Keith Ellison	episode retaliation find happens employers threaten workers	D	2015	4
11879	Steny Hoyer	thanked address joint mtg congress thoughts us-japan cnte work together	D	2015	4
11880	Rep. Keith Ellison	 years ago  thank	D	2015	4
11881	Rep. John Sarbanes	reformers gaining ground scotus gaining common sense okaying limits judicial fundraising	D	2015	4
11882	Rep. Don Beyer	thanks inviting go gaga #green celebrate #sustainability	D	2015	4
11883	Adam Schiff	keoseyan manouk pahlevan keoseyan martiros ter atom khachaduryan onnig knel tourajikian sirarpy tourajikian #neverforget1915	D	2015	4
11884	Rep Cedric Richmond	african-american families working tirelessly get ahead cannot system rigged	D	2015	4
11885	Senator Jon Tester	i'm honored speak policy conference future #agriculture #organic #aglife #farm	D	2015	4
11886	Congressman Al Green	today world health day let's renew dedication safe healthy food	D	2015	4
11887	Ed Markey	continue fighting #actonclimate economy environment health read via	D	2015	4
11888	Bonnie WatsonColeman	new hiv infections hit nation  youth big problem deserves attention #nyhaad	D	2015	4
11889	Amy Klobuchar	impt ag committee hearing ag exports cuba provides opportunity american producers better life everyday cubans	D	2015	4
11890	Debbie Stabenow	yet  miss chance make history #hillary2016	D	2015	4
11891	Bernie Sanders	party family values	D	2015	4
11892	Senator Bob Menendez	congrats opening newest teen lounge give comfort fighting cancer thx	D	2015	4
11893	David Cicilline	thanks terrific colleague strong leadership composites sector impt ri	D	2015	4
11894	Senator Jon Tester	one-size-fits-all approach  work schools teachers students need flexibility federal testing mandates #mtpol #students	D	2015	4
11895	Adam Schiff	aramig kitabjian siranush kitabgian garabed kitabjian setrak kitabjian mariam ter-mkrtchyan movses abajian #neverforget1915	D	2015	4
11896	Albio Sires	attended press conf wknd w west ny housing authority celebrate selection rental assistance demonstration prog	D	2015	4
11897	Sen. Debbie Stabenow	republican budget less opportunity middle class special deals wealthy well-connected	D	2015	4
11898	Senator Patty Murray	good news mt maj #uwsom grads train fields w physician shortages enter primary-care	D	2015	4
11899	Brendan Boyle	students lower moreland hs thanks stopping	D	2015	4
11900	Senator Patty Murray	advancing medical innovation good families economy  wa dept commerce reports life sciences 5th largest employer wa	D	2015	4
11901	David E. Price	marriage equality defining civil rights issue time #scotus stand right side history agree #lovecantwait	D	2015	4
11902	Rep. Don Beyer	great meeting tonight	D	2015	4
11903	Carolyn  B. Maloney	another great profile leaders pushing #eranow	D	2015	4
11904	Rep. Debbie Dingell	need engage kids #stem we're win future teams #miroboday show we're right track	D	2015	4
11905	Steny Hoyer	pleased hear civil rights leader cesar chavez honored 22nd anniversary passing	D	2015	4
11906	Armed Services	veasey 021r1 roll call vote pending #fy16ndaa	D	2015	4
11907	Armed Services	lamborn 099r1 withdrawn #fy16ndaa	D	2015	4
11908	Rep. Joe Courtney	middle class health benefits tax repeal act protect quality health insurance coverage workers nationwide #donttaxmybenefits	D	2015	4
11909	Sen. Debbie Stabenow	seniors worked hard earn security #medicare  let republicans take away #middleclassbudget	D	2015	4
11910	Senator Bob Menendez	new jerseyans saying #killthedrill check #nj comments become citizen co-sponsor	D	2015	4
11911	Armed Services	bishop amendment roll call passes 36-27 #fy16ndaa	D	2015	4
11912	Senator Joe Manchin	speaking committee hearing annual #energy outlook watch live #aeo2015	D	2015	4
11913	Brian Higgins	world's shortest dyngus day parade draws big crowd	D	2015	4
11914	Eleanor H. Norton	months political games senate voted #confirmlynch congratulations next ag historic outstanding nominee	D	2015	4
11915	Armed Services	garamendi adopted via voice vote #fy16ndaa	D	2015	4
11916	SenateEnergyDems	read senators  joint statement introduction #lwcf legislation	D	2015	4
11917	Rep. Jared Polis	co great position leader harnessing economic benefits hemp developing domestic hemp industry #copolitics 2/2	D	2015	4
11918	Linda T. Sánchez	woman still earns cents every dollar man earns ca women means loss 8,069 per yr #equalpayday	D	2015	4
11919	Mark DeSaulnier	every day look forward serving constituents 11th congressional district	D	2015	4
11920	Chuck Schumer	cant make #nationalparkweek go 26th mt @grantstombnps celebrate grant  birthday new york	D	2015	4
11921	Steve Cohen	president obama right nation  pay attention #poverty cvs burns #freddiegray	D	2015	4
11922	Senator Patty Murray	gop calls tax cuts wealthiest americans murray pushes tax cuts middle class	D	2015	4
11923	Science Committee	reps send letter calling dept collect necessary data	D	2015	4
