	name	tweet	affiliation	year	month
37788	D Wasserman Schultz	time marco rubio criticized  marco rubio  job fired	D	2015	10
37789	Ways and Means Dems	new debt limit deadline nov time get act together eliminate threat default	D	2015	10
37790	Earl Blumenauer	here's plan actions	D	2015	10
37791	Sen. Debbie Stabenow	happy 240th birthday today  remembering dad one many proudly bravely served #navy	D	2015	10
37792	Rep. Don Beyer	beryl b-e-r-y-l who's state mineral #npcbee	D	2015	10
37793	David Cicilline	open office hours #reachout19 little compton happening	D	2015	10
37794	Senator Patty Murray	dems gop focus work women families communities sent us drop attacks women's health	D	2015	10
37795	Donald Norcross	meeting president richard smith state conference membership luncheon princeton	D	2015	10
37796	Steny Hoyer	hoyer dems americans across country send strong message sequester must replaced #strongeramericanfuture	D	2015	10
37797	Donald Norcross	happening tour democracyprep #camden virtua health system	D	2015	10
37798	Senate Energy GOP	#energy bill provides certainty energy infrastructure #amenergyagenda	D	2015	10
37799	Rep. Kurt Schrader	joined urging president fund earthquake early warning system pnw	D	2015	10
37800	Mark Warner	stay safe everyone info upcoming weather preparations virginians make	D	2015	10
37801	D Wasserman Schultz	hour go #demdebate #wearedemocrats	D	2015	10
37802	Senate Energy GOP	regulations must balanced unfortunately i've seen #epa overreach lost #jobs lost revenues	D	2015	10
37803	David Cicilline	always great see woonsocket leaders councilman beauchamp mayor baldelli-hunt sen cote	D	2015	10
37804	David Cicilline	congress owes american people consider commonsense measures prevent gun violence	D	2015	10
37805	Donald Norcross	tuition deserving #southjersey students it's covered	D	2015	10
37806	Steny Hoyer	gop bill floor today plans default paying foreign bondholders veterans small biz students	D	2015	10
37807	Rep. Emanuel Cleaver	public low approval ratings new philosophy  low outlook low let better #civilityfridays	D	2015	10
37808	Nancy Pelosi	thrilled join institute discussion morning #ioppelosi	D	2015	10
37809	Rep. Diana DeGette	honored work #cures2015 first got commitment help get w senate	D	2015	10
37810	Gregory Meeks	let's go #mets	D	2015	10
37811	SenateEnergyDems	coal companies aren't covering mitigation treatment filing bankruptcy fall states #streamprotection	D	2015	10
37812	Steny Hoyer	told press responsibility protect full faith creditworthiness us gop bill floor today default another name	D	2015	10
37813	Joaquin Castro	#aca health insurance enrollment opens sunday november  forget sign #getcovered	D	2015	10
37814	Nita Lowey	announced 1m open nyack health center serve 3k low-income individuals create jobs	D	2015	10
37815	Senate Energy GOP	we're looking #spr cash machine wrong must maintain strong #energy asset	D	2015	10
37816	Sandy Levin	tune radio 3:30 pm discussing recently-concluded #tpp trade agreement ?	D	2015	10
37817	Rep. Kurt Schrader	happy speak w working together move country forward listen	D	2015	10
37818	Ruben Gallego	congrats small business administration's emerging leaders class community leadership makes az work	D	2015	10
37819	Brendan Boyle	great reference least hearing aid	D	2015	10
37820	Brian Higgins	find choosing u service academy service academy event tonight	D	2015	10
37821	Rep. Frank Pallone	w definitive info crumb rubber kids can't guinea pigs urging congress examine safety turf fields	D	2015	10
37822	Senator Ben Cardin	#podcastday here's amazing true storytelling sempo sugihara via worth listening ->	D	2015	10
37823	Rep. Jared Polis	light tragic flight life crash called today crash-resistant fuel systems	D	2015	10
37824	Rep. Keith Ellison	sure hope media bashing whining liberal media tactic part strategy don't buy	D	2015	10
37825	Paul Tonko	#budgetdeal prevents cut disability benefits millions extends solvency social security disability insurance	D	2015	10
37826	Joaquin Castro	october best month year usually	D	2015	10
37827	Bernie Sanders	wall street believe get blood stone bernie	D	2015	10
37828	Sen. Jeanne Shaheen	strongly condemn attack refugees camp hurriya thoughts w victims families iraqi gov  must ensure safety refugees	D	2015	10
37829	Rep. Ted Lieu	ty council korean americans inviting speak ur natl summit hill 2day #ckasummit	D	2015	10
37830	Paul Tonko	members voted another #gopshutdown rt tell enough obstruction radicalism	D	2015	10
37831	Donald Norcross	happening nj hispanic leadership summit	D	2015	10
37832	Paul Tonko	 remember remember always us especially descended immigrants revolutionists   fdr #cir #americaisbetter	D	2015	10
37833	Rep. Don Beyer	dc's #paidfamilyleave proposal would model rest country	D	2015	10
37834	Jerry McNerney	check story yesterday's presser abt tunnels would harm delta #cawater	D	2015	10
37835	Steny Hoyer	economic development admin supports projects focus #mfg competitive advantages marketplace #miiawhatsnext	D	2015	10
37836	Senator Jeff Merkley	#icymi issued call today bipartisan dialogue make senate work better american people	D	2015	10
37837	Eleanor H. Norton	join roundtable rise hispanic power election tonight 7:45 pm v st ne #hispanicheritagemonth	D	2015	10
37838	Rep. Rick Larsen	2/2 pleased language rescind redistribute unused ferry systems  used allocation yrs mgr's amendment	D	2015	10
37839	Rep. Emanuel Cleaver	overtime portland let's come strong #mlscupplayoffs	D	2015	10
37840	D Wasserman Schultz	icymi piece tearing republicans story democrats economy amazing	D	2015	10
37841	Ed Markey	two hospitals us according two best hospitals world	D	2015	10
37842	Brian Higgins	opening north youngmann commerce center transforms unused site business hub	D	2015	10
37843	Senator Jon Tester	congress weeks raise debt ceiling us default debt congress doesnt act economy could collapse #mtpol	D	2015	10
37844	Brian Higgins	example objects produced 3d printer #wnymfgday15 #mfgday15	D	2015	10
37845	Luis V. Gutierrez	new doc film imm ref houseofreps obama exec actions airs 10/20 10/8-	D	2015	10
37846	Senator Jon Tester	montana everyone right quality public education  even bears #bhsbear #mtedu #mtpol	D	2015	10
37847	Michael F. Bennet	add name tell congress it's time reauthorize lwcf	D	2015	10
